Table S6: Differential expression test results for the identification of tissue-enriched genes. ,,,,,,,,
gene_id,symbol,max.tissue,max.tissue.expr,tissue.2,tissue.2.expr,ratio,pval,qval
WBGene00008677,F11A5.9,Hypodermis,5.69,Glia,0.45,3.93,0.057891907759216,0.130290536492402
WBGene00018772,F53G12.4,Glia,26.25,Neurons,6.92,3.31,0.0580053554005141,0.130531367598115
WBGene00015666,gad-2,Gonad,12.30,Glia,2.14,3.92,0.0580201948649639,0.130536385389089
WBGene00013361,fars-2,Gonad,226.32,Intestine,161.74,1.39,0.0580204643261648,0.130536385389089
WBGene00002256,lbp-4,Gonad,22.84,Pharynx,22.28,0.98,0.0580688182329808,0.13063067521926
WBGene00021284,Y24D9A.6,Pharynx,1.35,Gonad,0.29,1.05,0.05815127391779,0.130772628532008
WBGene00001258,emb-4,Gonad,449.03,Intestine,357.39,1.25,0.0581844763847426,0.130832781008887
WBGene00010712,K09B11.5,Gonad,1.16,Body_wall_muscle,0.09,1.07,0.0582549226632532,0.130976656755413
WBGene00001515,gap-1,Neurons,60.67,Pharynx,33.63,1.75,0.0583158137453109,0.131099019677409
WBGene00001020,dnj-2,Hypodermis,72.59,Gonad,65.27,1.10,0.0584090382164603,0.131294035671531
WBGene00005299,srh-78,Neurons,2.30,Body_wall_muscle,0.38,1.67,0.0584576711072385,0.131388784900192
WBGene00001441,fkh-9,Pharynx,563.06,Glia,446.83,1.26,0.0584841907475925,0.131433817144617
WBGene00013169,Y53F4B.23,Hypodermis,2.29,Neurons,0.21,1.90,0.058757761012746,0.132004718329754
WBGene00001488,frm-1,Glia,2691.08,Pharynx,2319.42,1.16,0.0588374205460313,0.132169032789074
WBGene00020502,T14B4.8,Neurons,81.05,Pharynx,48.75,1.63,0.058889422834725,0.132241884378277
WBGene00007363,stdh-1,Body_wall_muscle,29.51,Neurons,24.33,1.16,0.0588962221215756,0.132242503170853
WBGene00013576,Y76A2B.4,Body_wall_muscle,29.89,Gonad,23.40,1.23,0.0589142833661471,0.132268406037786
WBGene00008356,nspc-20,Hypodermis,6.13,Neurons,2.59,1.71,0.0589643459578838,0.132366141407781
WBGene00013907,sre-20,Neurons,7.19,Hypodermis,2.20,2.25,0.0590388346302103,0.132518681960912
WBGene00003403,mps-1,Neurons,15.32,Glia,2.28,4.67,0.0592251106736782,0.132907363939569
WBGene00022661,ZK112.5,Neurons,30.59,Pharynx,15.41,1.86,0.0593721433187319,0.133207827029775
WBGene00021685,herc-1,Gonad,152.57,Intestine,96.75,1.56,0.0593665833930212,0.133207827029775
WBGene00000988,dhs-25,Intestine,124.49,Body_wall_muscle,75.77,1.62,0.0594198762886287,0.133300167357989
WBGene00020627,T20F5.5,Glia,12.19,Gonad,5.58,1.85,0.0596165062060013,0.133726479727991
WBGene00020850,nhr-226,Intestine,10.42,Hypodermis,0.46,7.16,0.0597476567664243,0.133931742819011
WBGene00017477,F15A8.4,Neurons,24.50,Glia,4.93,4.13,0.059775925467698,0.133980294687716
WBGene00016809,C50D2.6,Neurons,106.00,Intestine,53.64,1.94,0.0598100620624532,0.134041986519402
WBGene00021535,wht-7,Gonad,123.13,Intestine,73.87,1.64,0.0598702383835873,0.134147187164109
WBGene00004489,rps-20,Hypodermis,1100.15,Gonad,1025.47,1.07,0.0598676835850182,0.134147187164109
WBGene00019630,emb-1,Gonad,9.18,Hypodermis,1.86,3.21,0.0599138197413717,0.134215166314217
WBGene00008166,saps-1,Gonad,84.11,Intestine,51.75,1.59,0.0599131406310242,0.134215166314217
WBGene00020527,T15B7.15,Gonad,9.74,Intestine,2.34,2.91,0.0599964985082522,0.134385527211136
WBGene00018626,F49D11.2,Neurons,7.01,Pharynx,0.56,4.49,0.0600130191471877,0.134392831543597
WBGene00016259,C30F8.3,Glia,10.51,Hypodermis,2.57,2.95,0.0600086934113527,0.134392831543597
WBGene00018134,F37A4.4,Hypodermis,0.80,Gonad,0.58,0.50,0.0600420976827439,0.134443097550746
WBGene00010776,pix-1,Intestine,51.33,Pharynx,40.41,1.24,0.0600842358186287,0.134522591592602
WBGene00021104,W09B6.4,Intestine,78.80,Gonad,32.91,2.32,0.0601079617988932,0.134560849654927
WBGene00019743,nhr-203,Pharynx,78.40,Intestine,55.46,1.39,0.0601540328361736,0.134649116566042
WBGene00010745,dod-17,Intestine,35.94,Neurons,1.47,14.57,0.060237772579667,0.134772579674895
WBGene00021469,Y39G10AR.11,Neurons,370.51,Glia,270.93,1.36,0.0602332361619876,0.134772579674895
WBGene00008470,E03H4.2,Hypodermis,1.14,Body_wall_muscle,0.07,1.06,0.060239284267079,0.134772579674895
WBGene00003952,pbs-6,Neurons,68.61,Gonad,65.46,1.03,0.060242432264527,0.134772579674895
WBGene00017920,jmjd-1.2,Gonad,237.74,Intestine,187.87,1.26,0.0602702388613695,0.134819908624897
WBGene00000731,col-158,Hypodermis,12.35,Glia,1.63,4.69,0.0603229175632895,0.134922857985815
WBGene00021698,frl-1,Glia,212.98,Intestine,201.03,1.05,0.0603495783316547,0.134967597347857
WBGene00011064,adsl-1,Gonad,87.15,Intestine,48.38,1.76,0.0603884721388407,0.135039682154047
WBGene00015052,clec-52,Intestine,16.28,Pharynx,2.51,4.63,0.0604814537263191,0.135207334019767
WBGene00013836,fbxa-29,Pharynx,23.65,Intestine,10.01,2.15,0.0604834544369418,0.135207334019767
WBGene00013295,Y57G11B.2,Pharynx,12.11,Intestine,2.90,3.10,0.0605452122909308,0.135240991553659
WBGene00009816,F47B10.5,Hypodermis,4.52,Gonad,0.87,2.41,0.0605322803384896,0.135240991553659
WBGene00001234,eif-6,Gonad,95.03,Pharynx,38.64,2.40,0.060529090044464,0.135240991553659
WBGene00015794,C15F1.1,Hypodermis,35.35,Glia,15.51,2.14,0.0605198656352346,0.135240991553659
WBGene00016274,C30G12.2,Pharynx,8.51,Intestine,3.83,1.76,0.0605452119625128,0.135240991553659
WBGene00044720,Y53F4B.42,Gonad,26.77,Intestine,16.29,1.55,0.0605338489814654,0.135240991553659
WBGene00019320,K02E10.6,Pharynx,9.18,Intestine,5.84,1.34,0.0605452122909256,0.135240991553659
WBGene00015487,mrps-17,Gonad,17.89,Body_wall_muscle,9.67,1.68,0.0606160088547241,0.135369297729879
WBGene00016929,C54F6.12,Glia,10.50,Hypodermis,1.15,4.88,0.0606357144748446,0.135398388204404
WBGene00013258,polg-1,Gonad,93.25,Intestine,54.41,1.68,0.060642928861468,0.135399582657872
WBGene00007614,gnrr-2,Neurons,45.13,Intestine,11.55,3.60,0.0607062346073397,0.13552600019002
WBGene00019723,fbxc-47,Gonad,13.17,Intestine,2.05,4.32,0.0607404467476758,0.135587445878443
WBGene00017327,F10C1.8,Intestine,23.18,Glia,2.96,5.86,0.0607615819406403,0.135619690323576
WBGene00012964,Y48A6B.3,Gonad,98.21,Hypodermis,56.62,1.70,0.060940377025142,0.136003785387719
WBGene00018777,F53H1.3,Gonad,46.87,Hypodermis,22.95,1.96,0.061074227459769,0.136287501633309
WBGene00008435,glna-2,Hypodermis,19.54,Intestine,5.00,3.26,0.0611397621934793,0.136388700277762
WBGene00018076,pifk-1,Hypodermis,43.95,Intestine,33.43,1.28,0.0611891406306456,0.136483832496019
WBGene00012743,Y40H7A.3,Pharynx,9.37,Intestine,1.23,4.20,0.0612631955387438,0.13661894793904
WBGene00008874,F15H10.7,Neurons,7.86,Pharynx,1.02,3.88,0.0612855656651958,0.136653800637904
WBGene00009194,F27E5.5,Pharynx,15.97,Neurons,5.03,2.65,0.0613874252349766,0.136850818974839
WBGene00206538,C09G5.13,Neurons,26.62,Glia,4.57,4.78,0.0615836585614335,0.13725809155567
WBGene00019444,frpr-11,Neurons,12.33,Intestine,2.96,3.11,0.0616685099174681,0.13743209812412
WBGene00010754,K10G4.5,Intestine,16.81,Hypodermis,1.48,6.77,0.0617193142081674,0.137504325792131
WBGene00020373,gpx-6,Body_wall_muscle,3.24,Hypodermis,0.86,1.74,0.0617339994360819,0.137504325792131
WBGene00010771,K11D2.5,Gonad,16.10,Body_wall_muscle,11.61,1.28,0.061734836418242,0.137504325792131
WBGene00013215,Y54G11A.4,Pharynx,34.25,Intestine,32.07,1.04,0.0617192450432756,0.137504325792131
WBGene00000987,dhs-24,Intestine,163.71,Gonad,102.68,1.58,0.0620027604472198,0.138040412633234
WBGene00006567,tgt-2,Gonad,52.36,Intestine,21.75,2.30,0.0620175282510787,0.138058128176764
WBGene00013757,fbxa-113,Gonad,1.26,Body_wall_muscle,0.02,1.24,0.0620839053591401,0.138145208072099
WBGene00008587,F08G12.3,Neurons,5.24,Hypodermis,2.02,1.73,0.0621501392017059,0.138277408819864
WBGene00010046,F54D1.1,Neurons,4.30,Hypodermis,0.71,2.52,0.0623072439847466,0.138611736480992
WBGene00003614,nhr-15,Pharynx,37.93,Neurons,17.28,2.08,0.0623282939920728,0.13864334988624
WBGene00021986,Y59C2A.3,Neurons,279.29,Glia,203.12,1.37,0.0623445408411569,0.138664273358689
WBGene00021377,Y37E11B.5,Gonad,73.60,Intestine,29.70,2.40,0.0623603920748216,0.138684312424433
WBGene00011082,R07B1.11,Pharynx,24.88,Neurons,9.15,2.45,0.0625139936414678,0.139010658743549
WBGene00000975,dhs-12,Gonad,33.64,Pharynx,30.95,1.05,0.0625378519828044,0.139048458653442
WBGene00005977,srx-86,Pharynx,1.99,Hypodermis,0.29,1.54,0.0625923680949641,0.139139148333482
WBGene00013355,gck-3,Intestine,153.04,Gonad,112.03,1.35,0.0626365715815856,0.139222142821307
WBGene00014221,ZK1098.4,Gonad,26.01,Pharynx,9.13,2.57,0.0627129899386458,0.139376715167886
WBGene00010328,F59C6.11,Intestine,13.72,Pharynx,1.02,6.80,0.0627424562164561,0.139426916242467
WBGene00011180,R09H10.2,Pharynx,21.22,Intestine,3.87,4.36,0.0627501647778315,0.13942876139553
WBGene00012885,Y45F10D.4,Body_wall_muscle,21.83,Gonad,19.62,1.06,0.0630210507928377,0.140015313527139
WBGene00007775,acd-3,Neurons,34.43,Intestine,17.58,1.85,0.0630888905523248,0.140150674014923
WBGene00003827,ntl-4,Glia,282.46,Neurons,196.38,1.43,0.0631303911355398,0.140212135280873
WBGene00021682,Y48G1C.9,Glia,15.69,Gonad,12.84,1.13,0.0631301921510754,0.140212135280873
WBGene00021447,Y39A3CR.8,Intestine,10.09,Glia,0.72,5.88,0.0632020999762894,0.14034064723621
WBGene00021917,Y55D5A.3,Body_wall_muscle,17.57,Hypodermis,9.17,1.73,0.0631972911652822,0.14034064723621
WBGene00016768,cyp-33E1,Glia,69.58,Intestine,32.06,2.10,0.0632779641002016,0.140478327705091
WBGene00017734,F23C8.5,Body_wall_muscle,149.93,Intestine,97.30,1.53,0.0633719224996214,0.140671511277905
WBGene00004501,rpt-1,Gonad,177.62,Glia,108.88,1.62,0.0633991496427779,0.14071654028345
WBGene00017634,F20D6.2,Intestine,6.10,Hypodermis,0.39,4.39,0.0634781215659873,0.140837289174466
WBGene00011202,R10E4.6,Gonad,1.99,Hypodermis,0.23,1.62,0.0634882910796836,0.140837289174466
WBGene00000160,apb-1,Neurons,205.58,Intestine,167.90,1.22,0.0634738867941928,0.140837289174466
WBGene00010579,K05C4.2,Glia,72.09,Gonad,59.40,1.19,0.0634862680770198,0.140837289174466
WBGene00015152,B0348.2,Neurons,53.14,Glia,22.50,2.26,0.0635620055811856,0.140985382988972
WBGene00018743,F53B3.5,Pharynx,159.60,Hypodermis,128.45,1.23,0.0636774810073438,0.141226063183793
WBGene00019177,H10D18.1,Neurons,10.23,Pharynx,1.78,3.68,0.0637524749567963,0.141361454807396
WBGene00005147,srd-70,Neurons,12.27,Pharynx,2.49,3.51,0.0639751388023396,0.141839662983947
WBGene00004891,smr-1,Gonad,73.59,Pharynx,32.11,2.22,0.0640079854269664,0.141896967693573
WBGene00007922,pph-6,Gonad,79.05,Intestine,45.44,1.70,0.064021572457924,0.141911568648942
WBGene00013401,Y62H9A.13,Neurons,13.81,Intestine,0.66,8.31,0.064084178598366,0.142034244725429
WBGene00007628,C16C10.8,Gonad,77.26,Pharynx,42.42,1.78,0.0641049432683613,0.142034244725429
WBGene00020298,T07A9.10,Gonad,131.41,Glia,56.48,2.29,0.0641440733912682,0.142089882167457
WBGene00008661,F10G8.1,Gonad,1.81,Hypodermis,0.07,1.68,0.0641412405399269,0.142089882167457
WBGene00000241,bbs-1,Neurons,17.49,Glia,3.47,3.91,0.064156863228078,0.14210268515039
WBGene00003388,moe-3,Hypodermis,67.92,Intestine,39.67,1.67,0.0642380417683142,0.142235865066685
WBGene00005131,srd-53,Pharynx,14.28,Neurons,3.08,3.50,0.064293988648477,0.142344194396382
WBGene00019845,irld-13,Neurons,7.19,Glia,1.12,3.39,0.0643198288030418,0.142385852316966
WBGene00018851,F55A3.6,Gonad,3.28,Hypodermis,0.50,2.20,0.0643913673902306,0.142528653457891
WBGene00015430,C04E7.3,Neurons,162.40,Intestine,132.82,1.21,0.0644166499577743,0.142569048072283
WBGene00013163,Y53F4B.17,Neurons,1.08,Gonad,0.25,0.86,0.0644309086709269,0.142573244695844
WBGene00044631,bus-18,Hypodermis,16.32,Glia,4.04,3.24,0.0646526269618521,0.143044466398571
WBGene00008214,gem-1,Neurons,126.08,Pharynx,91.20,1.37,0.0647207238918433,0.143101417322377
WBGene00022488,orc-3,Gonad,72.36,Hypodermis,38.25,1.84,0.0648470900280761,0.143360301564695
WBGene00022541,ZC190.7,Gonad,1.67,Hypodermis,0.26,1.33,0.064851954286826,0.143360301564695
WBGene00010974,bbs-5,Neurons,30.97,Glia,8.74,3.18,0.0650314174044747,0.143726631677097
WBGene00015474,C05D9.7,Body_wall_muscle,37.30,Neurons,35.43,1.02,0.0650318516966275,0.143726631677097
WBGene00011152,R09A8.1,Body_wall_muscle,0.94,Gonad,0.35,0.69,0.0651681797312484,0.143996530557242
WBGene00018738,swip-10,Hypodermis,47.81,Glia,21.06,2.17,0.0653087846666241,0.144260038572206
WBGene00018646,mul-1,Intestine,17.48,Gonad,0.79,9.79,0.065371251094141,0.144366557460435
WBGene00003715,nhr-125,Pharynx,59.91,Intestine,30.86,1.88,0.0655259026749254,0.144692328226951
WBGene00017992,F32E10.5,Gonad,86.83,Intestine,39.76,2.13,0.0655364924423399,0.144699949711216
WBGene00021087,W08E12.6,Gonad,0.84,Body_wall_muscle,0.09,0.77,0.0657469758055504,0.145148872419333
WBGene00018218,F40A3.3,Glia,47.19,Hypodermis,29.11,1.57,0.065759499164328,0.145160710830893
WBGene00004199,prx-14,Gonad,25.76,Intestine,8.91,2.60,0.0659002593420071,0.145439755810759
WBGene00017828,F26F4.6,Gonad,76.69,Pharynx,39.83,1.88,0.0659082218303204,0.145441494091272
WBGene00010139,F56A8.3,Intestine,150.50,Gonad,116.32,1.28,0.0659455801296903,0.145508093480892
WBGene00022880,tbc-2,Gonad,235.71,Glia,153.65,1.52,0.0659979241702231,0.145607740624139
WBGene00013335,Y57G11C.46,Neurons,26.18,Intestine,3.24,6.18,0.0660612432087714,0.145731577003483
WBGene00195142,M110.10,Neurons,8.63,Gonad,5.84,1.26,0.0660806015277111,0.145758419321897
WBGene00017700,F22D3.4,Neurons,1.19,Body_wall_muscle,0.68,0.71,0.0662320095999363,0.14607649511482
WBGene00017547,alfa-1,Pharynx,232.25,Glia,153.17,1.51,0.0664950721878793,0.146608832751849
WBGene00013672,catp-1,Hypodermis,110.23,Glia,77.04,1.41,0.0666697489015159,0.146977974984517
WBGene00010315,F59B2.13,Neurons,42.78,Intestine,16.55,2.44,0.0668882999902308,0.147411690487276
WBGene00044742,Y55F3BR.10,Gonad,21.52,Neurons,8.41,2.29,0.0669688886088047,0.147573251547894
WBGene00020650,T21D12.11,Pharynx,12.13,Hypodermis,2.89,3.11,0.0669906709765569,0.147605205583237
WBGene00001640,gly-15,Pharynx,12.33,Intestine,0.76,7.01,0.0670364883708197,0.14767405517984
WBGene00017339,F10D7.2,Pharynx,132.84,Glia,75.64,1.73,0.0670327644216122,0.14767405517984
WBGene00008511,F01G10.9,Glia,37.79,Hypodermis,22.00,1.64,0.0670811255696034,0.147756329068937
WBGene00009512,F37H8.3,Glia,59.80,Neurons,28.33,2.04,0.0670912262040468,0.147762521336618
WBGene00004698,rsp-1,Gonad,116.76,Neurons,86.35,1.34,0.0672268123733483,0.14801289384383
WBGene00016442,C35D10.5,Gonad,17.13,Body_wall_muscle,11.94,1.32,0.0672690007014135,0.148089695180099
WBGene00235328,T06E4.21,Gonad,1.65,Hypodermis,0.12,1.47,0.0674189170408903,0.148387499167849
WBGene00002717,let-526,Neurons,1356.39,Glia,1134.43,1.19,0.0674487717525878,0.148437091759495
WBGene00016982,C56G2.9,Neurons,11.08,Intestine,4.56,1.99,0.067523562348414,0.148585554967944
WBGene00018996,F57B9.1,Gonad,26.35,Hypodermis,12.34,1.98,0.0675427847345442,0.148595592506397
WBGene00002804,let-630,Gonad,113.10,Intestine,73.94,1.51,0.0675393767186889,0.148595592506397
WBGene00009049,F22B8.7,Body_wall_muscle,57.14,Intestine,49.64,1.13,0.0675713564987812,0.148642318783157
WBGene00018932,mrpl-2,Gonad,26.58,Body_wall_muscle,17.38,1.45,0.0676409941313712,0.148779361115129
WBGene00018622,nhr-190,Pharynx,21.65,Intestine,10.64,1.86,0.0677493643182406,0.149001558434963
WBGene00010365,H04D03.4,Neurons,3.80,Gonad,1.82,1.35,0.0678828702864938,0.14927898281379
WBGene00022270,Y73E7A.3,Neurons,49.51,Intestine,32.15,1.49,0.0678982144893415,0.149296529549131
WBGene00008553,F07C6.2,Neurons,4.53,Hypodermis,0.44,3.14,0.0679393992892746,0.149370885357146
WBGene00007956,trpp-9,Glia,77.91,Neurons,36.95,2.05,0.0680283942910524,0.149550328670852
WBGene00020800,zig-10,Neurons,22.75,Glia,5.97,3.26,0.0680667478557804,0.149618417456574
WBGene00007515,C10C6.7,Gonad,17.06,Neurons,7.36,2.04,0.0680999388147034,0.149653476903053
WBGene00001726,grl-17,Gonad,2.48,Hypodermis,0.60,1.55,0.0681045532400428,0.149653476903053
WBGene00002202,kin-19,Pharynx,393.88,Gonad,374.83,1.05,0.068104845564139,0.149653476903053
WBGene00000120,aly-1,Pharynx,56.71,Glia,33.06,1.67,0.0681147469631434,0.149659011022098
WBGene00017089,poml-2,Intestine,18.83,Neurons,2.49,5.40,0.0681838055290006,0.149794507627438
WBGene00004245,puf-9,Intestine,282.61,Hypodermis,144.67,1.94,0.0682137871036523,0.149844135064818
WBGene00019007,ucr-11,Body_wall_muscle,64.13,Pharynx,38.24,1.63,0.0682538654132385,0.149915928680437
WBGene00003851,odr-4,Gonad,39.18,Neurons,31.85,1.19,0.0682744330155065,0.149944857167642
WBGene00021476,nsun-4,Gonad,46.38,Hypodermis,18.91,2.33,0.0683509326513066,0.150083071064042
WBGene00000491,che-12,Glia,293.44,Neurons,209.40,1.39,0.0683521736502015,0.150083071064042
WBGene00013177,rsy-1,Gonad,268.65,Intestine,180.40,1.48,0.0684318227608715,0.150241685171193
WBGene00000636,col-60,Gonad,1.82,Hypodermis,0.43,1.27,0.0684583774665499,0.150283709077803
WBGene00019652,K11G9.1,Glia,36.68,Pharynx,11.18,3.01,0.0685052225244797,0.150370261591091
WBGene00001715,grl-6,Pharynx,51.44,Glia,24.07,2.05,0.0685159821293687,0.150377595684759
WBGene00004981,spl-1,Intestine,115.31,Gonad,64.92,1.75,0.0685356076063379,0.150404384734013
WBGene00011722,T11G6.8,Gonad,65.62,Glia,58.43,1.10,0.0685493011388133,0.150418151481369
WBGene00005748,srw-1,Body_wall_muscle,1.38,Hypodermis,0.13,1.22,0.0686026146891823,0.150518844286656
WBGene00004413,rpl-2,Hypodermis,544.04,Body_wall_muscle,532.90,1.02,0.0687334539479588,0.150691741832043
WBGene00007043,tag-179,Gonad,41.31,Pharynx,17.06,2.29,0.0688077641664781,0.150838346211601
WBGene00008234,C50F4.9,Neurons,14.57,Intestine,0.47,9.90,0.0689624813690146,0.151144822124694
WBGene00007890,C33A12.19,Hypodermis,5.71,Neurons,1.49,2.29,0.0690041946750974,0.151219895163124
WBGene00007217,tads-1,Gonad,85.75,Glia,30.34,2.74,0.0690337865853143,0.151268391295093
WBGene00013352,lon-8,Glia,320.44,Hypodermis,264.46,1.21,0.0690833237471282,0.151360576705365
WBGene00021831,Y54E10A.11,Gonad,437.92,Intestine,351.51,1.24,0.0691092714634702,0.151401063637307
WBGene00045461,C25F9.14,Intestine,7.19,Hypodermis,0.37,5.24,0.0691284774704142,0.151426774022344
WBGene00022706,ZK354.3,Neurons,6.06,Hypodermis,1.29,2.65,0.0691878926632637,0.15154054804722
WBGene00013753,Y113G7A.16,Hypodermis,9.31,Intestine,0.61,5.78,0.0692908523805623,0.151749661690404
WBGene00017135,EEED8.4,Hypodermis,1.95,Gonad,0.06,1.83,0.0693159038079257,0.151788126400612
WBGene00010814,M01F1.8,Gonad,51.17,Intestine,29.11,1.70,0.0693563826368102,0.151860362111771
WBGene00044612,Y57E12AR.1,Pharynx,44.16,Glia,17.51,2.39,0.0694885212177449,0.152133255600487
WBGene00013654,Y105C5B.15,Intestine,25.63,Pharynx,2.70,6.93,0.0695121361961132,0.15216852190404
WBGene00019495,sdz-24,Intestine,31.99,Neurons,2.23,9.90,0.0695594064013623,0.152255558488502
WBGene00008321,C55A1.1,Pharynx,1.83,Body_wall_muscle,0.29,1.42,0.0696157995137949,0.152362542857281
WBGene00195249,F44E7.12,Glia,7.30,Hypodermis,1.19,3.33,0.0697237773915474,0.152498053408813
WBGene00000287,cal-3,Pharynx,17.71,Neurons,6.20,2.46,0.0697078313157271,0.152498053408813
WBGene00019955,R08C7.12,Pharynx,61.87,Intestine,47.82,1.27,0.0697216195455201,0.152498053408813
WBGene00000457,ceh-36,Neurons,1.26,Hypodermis,0.19,1.06,0.0697378992205462,0.152498053408813
WBGene00043984,C56E6.7,Neurons,5.88,Gonad,3.82,1.22,0.0697614949076774,0.152516745391882
WBGene00018771,duox-2,Glia,3.68,Gonad,1.11,1.75,0.0697989221346175,0.152582114805438
WBGene00001122,dyf-6,Neurons,61.17,Glia,27.49,2.15,0.0700261485385134,0.153062330927777
WBGene00013164,Y53F4B.18,Intestine,107.58,Gonad,71.30,1.49,0.0700758803143924,0.153154519660706
WBGene00013083,Y51A2D.18,Hypodermis,19.45,Intestine,2.29,5.92,0.0701304327864288,0.153240703138267
WBGene00017823,F26D11.6,Neurons,4.42,Pharynx,0.25,3.53,0.0701279365643331,0.153240703138267
WBGene00010698,K08H10.6,Glia,8.28,Hypodermis,1.49,3.32,0.0702718042172314,0.153499972337015
WBGene00000969,dhs-5,Glia,158.65,Hypodermis,110.26,1.43,0.0704546185636407,0.153882725234733
WBGene00019077,F59A3.4,Glia,95.52,Gonad,86.71,1.09,0.0704735947662756,0.153907588828612
WBGene00044891,T07C4.12,Gonad,24.93,Glia,7.14,3.06,0.0706489104977299,0.15427384085958
WBGene00002344,let-70,Glia,628.66,Neurons,497.77,1.26,0.0706896592423601,0.154346195874826
WBGene00013847,cls-3,Neurons,431.57,Glia,328.26,1.31,0.07076181308166,0.15448709886681
WBGene00006679,twk-26,Intestine,14.06,Neurons,1.23,6.30,0.0707928287970166,0.154538168484205
WBGene00022190,josd-1,Glia,9.42,Gonad,3.70,2.00,0.070930617098601,0.154788948132817
WBGene00017007,D1007.10,Gonad,22.52,Pharynx,18.77,1.14,0.0709635452666301,0.154839170141145
WBGene00011830,cyp-29A2,Glia,102.06,Hypodermis,70.18,1.43,0.0710784953952855,0.155061577718234
WBGene00019870,R04E5.7,Neurons,3.50,Gonad,0.20,2.92,0.0710969196382499,0.155070410674004
WBGene00013697,dsbn-1,Gonad,35.53,Neurons,16.42,2.04,0.0710978440532876,0.155070410674004
WBGene00017537,F17A9.5,Hypodermis,19.17,Intestine,13.93,1.28,0.0712867795220364,0.155465767368607
WBGene00011927,T22C8.6,Hypodermis,42.83,Glia,21.57,1.90,0.0713149280225654,0.155510424477778
WBGene00008097,ugt-15,Intestine,7.10,Body_wall_muscle,0.24,5.71,0.071397039630443,0.155659618192419
WBGene00011688,T10C6.6,Gonad,57.04,Intestine,38.08,1.46,0.0713987040576739,0.155659618192419
WBGene00013011,snx-14,Neurons,124.20,Intestine,93.38,1.32,0.0714620024514378,0.155780863715786
WBGene00019239,H24K24.2,Hypodermis,1.35,Gonad,0.43,0.94,0.0715866767619382,0.156002313981119
WBGene00020262,ferl-1,Hypodermis,0.86,Gonad,0.54,0.56,0.0715866767619181,0.156002313981119
WBGene00001947,his-73,Glia,1.64,Gonad,0.57,1.05,0.0716472296811239,0.156117488215206
WBGene00004464,rpn-8,Gonad,127.39,Glia,61.04,2.05,0.0717024114693837,0.156207018885661
WBGene00013004,mrpl-37,Body_wall_muscle,92.27,Gonad,81.15,1.12,0.0718817831377476,0.156561257761393
WBGene00017361,F10E9.12,Glia,15.80,Intestine,1.76,5.73,0.0719624924321488,0.156720206713804
WBGene00005362,srh-146,Neurons,3.05,Hypodermis,0.34,2.28,0.0720058046668514,0.15679768679791
WBGene00021536,Y42H9AR.1,Gonad,83.24,Pharynx,69.41,1.18,0.0720338758634065,0.156841965373482
WBGene00016217,C29F9.2,Intestine,12.26,Neurons,0.59,7.73,0.0722101415366433,0.157208868981774
WBGene00001604,gln-3,Body_wall_muscle,567.46,Intestine,481.16,1.18,0.0723911401680823,0.157585996815635
WBGene00012714,abce-1,Gonad,102.76,Intestine,99.58,1.02,0.072437202854094,0.157669337383801
WBGene00007901,C33D9.8,Body_wall_muscle,7.64,Hypodermis,2.24,2.36,0.0725010559931685,0.157757503868347
WBGene00020208,T04C4.1,Pharynx,332.53,Glia,243.25,1.36,0.0724933619466512,0.157757503868347
WBGene00019490,K07E3.1,Intestine,174.36,Glia,171.21,1.01,0.0725379724641367,0.157820890825428
WBGene00023504,F26F2.8,Pharynx,13.06,Glia,2.69,3.54,0.0725748763049631,0.157881611853329
WBGene00010647,K08C7.4,Neurons,21.66,Glia,5.81,3.18,0.0725892468291168,0.157881611853329
WBGene00016030,C24A1.3,Pharynx,64.99,Intestine,53.73,1.19,0.0725891477302839,0.157881611853329
WBGene00022024,Y64H9A.2,Hypodermis,2.12,Neurons,0.31,1.61,0.0726044565988989,0.157897751283798
WBGene00021000,W03F9.2,Gonad,35.44,Pharynx,16.66,2.01,0.072629264845502,0.157934759459684
WBGene00017803,F26A1.4,Neurons,3.61,Gonad,0.71,2.11,0.0726537948307408,0.157971154672739
WBGene00001231,eif-3.H,Gonad,42.33,Body_wall_muscle,32.60,1.26,0.0726674715548268,0.157983946362923
WBGene00013985,sec-16,Gonad,201.81,Intestine,157.09,1.28,0.0727468422038883,0.158139542982844
WBGene00019482,K07C11.10,Neurons,5.91,Glia,0.37,4.31,0.0727929604912677,0.158222828878242
WBGene00001162,efl-2,Neurons,73.53,Intestine,65.08,1.11,0.0728333215271343,0.158276614566524
WBGene00010741,lgc-49,Neurons,38.12,Glia,13.40,2.65,0.0728656993026533,0.158330002204318
WBGene00018970,clec-68,Hypodermis,0.60,Body_wall_muscle,0.16,0.51,0.0730160890837044,0.158622778031912
WBGene00003728,nhr-138,Neurons,132.18,Intestine,92.48,1.41,0.0730427481557973,0.158663689226979
WBGene00016009,C23F12.4,Body_wall_muscle,11.49,Neurons,11.00,0.96,0.0731259400246973,0.158810363214125
WBGene00011344,T01G9.2,Intestine,295.41,Neurons,162.70,1.80,0.0732071768328424,0.158969756998238
WBGene00022774,swsn-6,Gonad,83.47,Glia,32.49,2.49,0.0732699737500404,0.159074844733767
WBGene00003163,mdl-1,Glia,406.99,Pharynx,299.58,1.35,0.0732712656148774,0.159074844733767
WBGene00008255,C51E3.10,Pharynx,17.77,Neurons,5.30,2.82,0.0734169295046416,0.159356952349137
