Table S11: Differential expression test results for amphid vs. phasmid sheath cells. ,,,,,
gene_id,symbol,q-value,amphid TPM,phasmid TPM,"moderated log2
(amphid / phasmid)"
WBGene00003733,nhx-5,0.481509790917386,52.144,37.244,0.447
WBGene00007192,B0491.5,0.482146781349254,74.837,21.511,1.733
WBGene00003723,nhr-133,0.48349907146131,95.174,57.553,0.701
WBGene00004419,rpl-7A,0.48349907146131,2209.519,1524.009,0.535
WBGene00004444,rpl-30,0.48349907146131,471.876,235.543,0.996
WBGene00006439,ant-1.1,0.48349907146131,1362.952,1693.675,-0.312
WBGene00009050,F22D6.2,0.48349907146131,310.336,506.740,-0.703
WBGene00016964,C56C10.7,0.48349907146131,36.872,105.244,-1.475
WBGene00021545,Y43H11AL.1,0.48349907146131,44.421,98.572,-1.118
WBGene00022865,ufbp-1,0.48349907146131,156.760,150.199,0.052
WBGene00009580,xbx-6,0.484119857665041,108.284,189.334,-0.793
WBGene00003130,map-2,0.484163882187629,49.650,69.235,-0.451
WBGene00003391,mog-3,0.484163882187629,62.498,24.304,1.304
WBGene00019157,H05C05.1,0.484721773591135,82.741,147.845,-0.820
WBGene00020114,pde-4,0.484721773591135,114.336,229.576,-0.993
WBGene00005153,srf-3,0.485011035223448,41.221,0.000,5.365
WBGene00007193,B0491.6,0.485011035223448,32.198,138.469,-2.060
WBGene00004480,rps-11,0.485462803587109,1625.292,1772.883,-0.125
WBGene00008431,piga-1,0.486417466453496,29.440,0.000,4.880
WBGene00011198,R10E4.1,0.486417466453496,38.585,0.000,5.270
WBGene00019478,cri-2,0.486712952267426,42.839,33.387,0.317
WBGene00015660,catp-3,0.487065950785107,56.924,15.926,1.750
WBGene00004047,plx-1,0.48709297670865,84.489,154.526,-0.854
WBGene00006887,vav-1,0.48709297670865,37.787,85.864,-1.146
WBGene00000274,btf-1,0.48722092411912,41.879,0.000,5.388
WBGene00007135,cdk-12,0.48722092411912,36.975,3.573,3.015
WBGene00019871,R04E5.8,0.487460920208756,102.632,65.004,0.637
WBGene00001623,glt-5,0.487635916079201,112.487,213.992,-0.915
WBGene00001137,eat-6,0.487966473050767,1241.841,1994.466,-0.682
WBGene00007297,C04F12.1,0.488531951692022,134.067,74.264,0.833
WBGene00019627,K10D2.1,0.488531951692022,31.441,8.772,1.686
WBGene00021486,lbp-9,0.488531951692022,72.823,136.701,-0.889
WBGene00021784,cogc-4,0.488531951692022,71.036,151.760,-1.075
WBGene00004933,sod-4,0.488912219837367,56.386,11.158,2.213
WBGene00005655,srr-4,0.488912219837367,274.274,141.279,0.947
WBGene00015168,pdi-6,0.488912219837367,1588.854,1474.756,0.107
WBGene00018341,F42A10.5,0.488912219837367,126.734,45.199,1.456
WBGene00003736,nhx-9,0.489553442822286,398.991,239.900,0.728
WBGene00010175,F56H11.2,0.489553442822286,23.255,0.000,4.539
WBGene00021294,Y25C1A.7,0.489553442822286,273.770,182.438,0.578
WBGene00000459,ceh-38,0.490012402448373,47.291,125.707,-1.380
WBGene00006686,twk-34,0.490969757792386,29.383,0.000,4.877
WBGene00007645,C17E4.6,0.490969757792386,27.213,7.146,1.740
WBGene00012769,Y41E3.11,0.490969757792386,192.279,136.830,0.480
WBGene00019402,K04G7.11,0.490969757792386,26.328,0.000,4.719
WBGene00022297,Y76B12C.3,0.490969757792386,28.637,0.000,4.840
WBGene00004412,rpl-1,0.491318693133271,2688.479,2815.138,-0.066
WBGene00004729,sax-3,0.491318693133271,149.489,70.462,1.065
WBGene00006736,ulp-1,0.491318693133271,23.833,94.316,-1.925
WBGene00006944,wrn-1,0.491318693133271,29.662,3.573,2.697
WBGene00015947,C18A11.1,0.491318693133271,28.183,0.000,4.817
WBGene00016174,C27H5.4,0.491318693133271,74.440,118.863,-0.656
WBGene00017161,rabn-5,0.491318693133271,23.338,0.000,4.545
WBGene00017380,F11D5.1,0.491318693133271,156.326,232.062,-0.561
WBGene00019249,H28G03.1,0.491318693133271,25.880,0.000,4.694
WBGene00020156,T02B11.4,0.491318693133271,3961.664,3260.607,0.281
WBGene00020181,T02H6.11,0.491318693133271,71.108,159.084,-1.142
WBGene00020839,usp-5,0.491318693133271,29.154,0.000,4.866
WBGene00022281,abtm-1,0.491318693133271,31.762,89.950,-1.457
WBGene00007583,C14B4.2,0.49143716893459,79.875,129.812,-0.683
WBGene00000466,cel-1,0.492699164073618,31.883,12.092,1.284
WBGene00001510,fzr-1,0.492699164073618,41.357,36.694,0.134
WBGene00004483,rps-14,0.492699164073618,2130.231,1718.953,0.309
WBGene00007924,rsu-1,0.492699164073618,24.261,0.000,4.601
WBGene00008120,C46F11.5,0.492699164073618,255.225,210.790,0.269
WBGene00009882,vha-17,0.492699164073618,151.528,205.472,-0.430
WBGene00010697,uda-1,0.492699164073618,34.952,122.263,-1.766
WBGene00011720,T11G6.5,0.492699164073618,24.650,50.803,-0.986
WBGene00017385,F11G11.5,0.492699164073618,31.616,0.000,4.983
WBGene00020806,T25F10.3,0.492699164073618,183.795,139.375,0.389
WBGene00021613,Y47A7.1,0.492699164073618,24.591,8.519,1.369
WBGene00022393,abhd-12,0.492699164073618,28.592,12.345,1.099
WBGene00000814,csn-2,0.493220747397826,36.192,91.485,-1.299
WBGene00004765,sel-8,0.493220747397826,32.896,89.138,-1.395
WBGene00012553,cco-2,0.493376890277253,298.689,126.535,1.228
WBGene00015813,thoc-2,0.493831286728535,73.297,35.071,1.023
WBGene00004387,rnp-4,0.49419557205421,31.740,46.081,-0.493
WBGene00009319,mccc-1,0.49419557205421,27.022,37.859,-0.434
WBGene00006913,vha-4,0.494292367724225,581.156,897.675,-0.625
WBGene00019162,eif-1.A,0.494292367724225,128.722,74.215,0.775
WBGene00002065,iff-2,0.494434153101255,1138.519,1449.600,-0.347
WBGene00008857,timm-23,0.494434153101255,31.533,0.000,4.979
WBGene00016540,C39F7.5,0.494434153101255,29.296,0.000,4.873
WBGene00003920,par-5,0.496617051899743,518.474,711.188,-0.453
WBGene00001909,his-35,0.497199380014951,110.141,125.376,-0.174
WBGene00017435,F13H8.2,0.497635186367033,45.833,83.177,-0.829
WBGene00006920,vha-11,0.497896310453855,959.192,805.136,0.251
WBGene00017480,nstp-2,0.497896310453855,109.088,258.299,-1.230
WBGene00009957,F53B2.8,0.498435996162418,25.439,0.000,4.669
WBGene00013015,Y48E1C.2,0.498435996162418,21.089,3.573,2.205
WBGene00017605,F19F10.9,0.498435996162418,119.304,156.823,-0.382
WBGene00007329,C05C10.2,0.498554327780767,37.777,60.703,-0.647
WBGene00018857,stau-1,0.498554327780767,34.392,72.637,-1.037
WBGene00019749,M03A8.3,0.498554327780767,70.600,64.012,0.119
WBGene00004305,ran-4,0.499886206213399,22.229,45.542,-0.971
WBGene00019760,calu-1,0.499886206213399,158.629,295.292,-0.887
WBGene00020284,mel-46,0.499886206213399,100.903,228.666,-1.166
WBGene00004415,rpl-4,0.500807033197751,7025.501,8910.470,-0.343
WBGene00002264,lec-1,0.501283753133583,65.884,127.929,-0.936
WBGene00003925,pas-4,0.501283753133583,63.239,135.211,-1.074
WBGene00004034,pkc-3,0.501283753133583,70.348,107.471,-0.591
WBGene00011274,R53.5,0.501283753133583,34.390,0.000,5.104
WBGene00019457,vms-1,0.501283753133583,29.042,28.792,0.061
WBGene00000192,arl-8,0.503018480580379,82.799,129.071,-0.623
WBGene00013877,ZC376.6,0.503770044613908,25.048,24.678,0.078
WBGene00019679,K12H4.4,0.504413812755135,115.903,49.872,1.188
WBGene00022750,ZK484.4,0.504413812755135,117.716,274.601,-1.210
WBGene00006839,unc-115,0.505007882399485,155.570,168.615,-0.107
WBGene00019001,ipgm-1,0.505007882399485,75.921,121.746,-0.662
WBGene00001976,hmg-11,0.505326765723684,39.911,58.061,-0.505
WBGene00003902,pab-1,0.505326765723684,1483.598,2012.589,-0.439
WBGene00004736,sca-1,0.505326765723684,450.950,673.051,-0.575
WBGene00006386,taf-5,0.505326765723684,25.747,72.304,-1.435
WBGene00006703,ubc-6,0.505326765723684,44.486,88.947,-0.968
WBGene00006865,slcf-2,0.505326765723684,117.304,84.268,0.460
WBGene00013347,Y59A8B.10,0.505326765723684,122.449,135.218,-0.131
WBGene00017735,did-2,0.505326765723684,24.805,52.537,-1.026
WBGene00018987,lgl-1,0.505326765723684,25.476,43.727,-0.724
WBGene00020902,jmjc-1,0.505326765723684,28.227,82.428,-1.496
WBGene00021456,Y39F10B.1,0.505326765723684,38.987,60.969,-0.609
WBGene00022027,vps-20,0.505326765723684,32.138,56.985,-0.782
WBGene00020107,R151.2,0.505985272268609,24.358,27.377,-0.111
WBGene00001946,his-72,0.506566647751845,76.708,151.215,-0.960
WBGene00010418,H27A22.1,0.506566647751845,37.454,96.193,-1.323
WBGene00010796,clip-1,0.506566647751845,56.497,146.494,-1.349
WBGene00013919,ZC506.1,0.506566647751845,73.443,120.530,-0.695
WBGene00020423,prp-19,0.506566647751845,57.743,15.789,1.782
WBGene00000122,aly-3,0.507119387580858,92.904,16.749,2.388
WBGene00016920,C54E4.5,0.507119387580858,51.674,14.421,1.745
WBGene00020026,R12C12.6,0.507119387580858,66.804,13.509,2.203
WBGene00000207,asb-2,0.507292633024909,257.701,365.190,-0.497
WBGene00003243,mig-10,0.50756828384728,118.414,152.571,-0.354
WBGene00017970,F32A5.4,0.50756828384728,129.493,64.536,0.983
WBGene00008237,nstp-10,0.50760296909311,114.738,40.998,1.450
WBGene00018869,rfip-1,0.50760296909311,365.826,550.856,-0.587
WBGene00006590,toc-1,0.507646217674256,70.211,132.241,-0.893
WBGene00003132,mat-1,0.508627329369465,99.867,26.540,1.858
WBGene00008749,F13E6.5,0.508627329369465,23.737,28.625,-0.211
WBGene00015173,trpp-11,0.508627329369465,19.240,38.005,-0.909
WBGene00016073,C24H12.4,0.508627329369465,33.723,55.292,-0.671
WBGene00020496,spat-3,0.508627329369465,199.207,312.676,-0.643
WBGene00003660,nhr-70,0.508854919538285,45.750,24.991,0.816
WBGene00004439,rpl-25.2,0.508854919538285,489.954,359.948,0.441
WBGene00013225,Y56A3A.2,0.508854919538285,30.146,75.655,-1.280
WBGene00003086,lst-4,0.509943773929981,123.409,194.801,-0.647
WBGene00004486,rps-17,0.509964003612963,1106.704,948.203,0.221
WBGene00001840,hel-1,0.510411675632079,176.914,313.734,-0.818
WBGene00013307,Y57G11C.9,0.51054948526383,220.711,221.458,0.002
WBGene00000149,apl-1,0.511051160135383,1523.476,1874.644,-0.298
WBGene00000199,arx-1,0.511051160135383,67.276,121.292,-0.829
WBGene00000534,cpi-2,0.511051160135383,87.501,21.125,1.984
WBGene00001538,gcy-12,0.511051160135383,235.806,102.370,1.190
WBGene00003951,pbs-5,0.511051160135383,114.901,213.121,-0.879
WBGene00004207,ptb-1,0.511051160135383,89.927,14.073,2.577
WBGene00004504,rpt-4,0.511051160135383,86.820,217.111,-1.306
WBGene00006198,str-151,0.511051160135383,33.628,0.000,5.072
WBGene00007186,B0464.6,0.511051160135383,25.206,71.423,-1.446
WBGene00007385,atp-5,0.511051160135383,151.146,73.151,1.027
WBGene00009629,sprr-2,0.511051160135383,29.252,35.712,-0.239
WBGene00012714,abce-1,0.511051160135383,17.893,32.808,-0.796
WBGene00020628,T20F5.6,0.511051160135383,24.762,63.384,-1.299
WBGene00021863,Y54F10BM.9,0.511051160135383,66.752,18.607,1.767
WBGene00022258,Y73C8B.1,0.511051160135383,126.044,254.295,-1.001
WBGene00013378,emc-3,0.512307606726642,71.471,23.830,1.525
WBGene00022069,eel-1,0.512735598178755,410.587,700.539,-0.767
WBGene00003588,nex-1,0.513294655200255,295.318,410.427,-0.470
WBGene00016415,ampd-1,0.513294655200255,39.894,81.838,-1.001
WBGene00013667,Y105E8A.2,0.514058888596505,91.212,51.384,0.800
WBGene00000869,cyc-1,0.514060019973627,138.360,59.316,1.198
WBGene00007028,trr-1,0.514060019973627,56.591,120.846,-1.069
WBGene00011864,T20F10.2,0.514164563060566,801.130,581.606,0.460
WBGene00004698,rsp-1,0.51462772714974,27.632,47.996,-0.745
WBGene00005077,src-1,0.51462772714974,29.533,40.887,-0.421
WBGene00008428,D2085.3,0.51462772714974,19.031,44.799,-1.161
WBGene00009583,aagr-3,0.51462772714974,866.231,810.927,0.093
WBGene00009784,F46C5.9,0.51462772714974,67.047,23.438,1.456
WBGene00009880,F49C12.11,0.51462772714974,26.190,64.181,-1.239
WBGene00010810,M01F1.4,0.51462772714974,52.132,133.480,-1.329
WBGene00010813,pitp-1,0.51462772714974,70.140,14.421,2.185
WBGene00011323,mut-15,0.51462772714974,21.654,58.021,-1.357
WBGene00011476,T05D4.3,0.51462772714974,197.521,124.026,0.660
WBGene00011722,T11G6.8,0.51462772714974,14.762,41.290,-1.389
WBGene00012113,T28B8.1,0.51462772714974,24.630,64.481,-1.331
WBGene00015237,B0511.12,0.51462772714974,89.535,59.008,0.577
WBGene00019747,ipla-1,0.51462772714974,81.484,34.074,1.216
WBGene00020248,T05C1.1,0.51462772714974,446.856,627.709,-0.487
WBGene00022051,rep-1,0.51462772714974,16.963,38.729,-1.108
WBGene00022396,Y97E10AR.1,0.51462772714974,23.516,43.313,-0.821
WBGene00015486,C05D11.9,0.514686679499205,39.692,124.614,-1.615
WBGene00004471,rps-2,0.515536260926425,3014.026,3135.427,-0.056
WBGene00019909,R06A10.1,0.515536260926425,60.336,14.421,1.968
WBGene00003924,pas-3,0.515998018524446,96.615,118.307,-0.277
WBGene00000267,bre-2,0.516998223135464,27.618,93.353,-1.706
WBGene00008317,C54G4.7,0.516998223135464,23.064,82.389,-1.776
WBGene00019971,ergo-1,0.516998223135464,27.677,87.820,-1.615
WBGene00006785,unc-50,0.51705712240895,58.107,24.846,1.169
WBGene00000223,atf-7,0.518019877318655,433.099,355.915,0.279
WBGene00000813,csn-1,0.518019877318655,56.582,132.791,-1.205
WBGene00001194,egl-27,0.518019877318655,193.125,153.062,0.326
WBGene00002187,kgb-1,0.518019877318655,70.059,24.304,1.469
WBGene00003567,ncx-2,0.518019877318655,775.321,564.940,0.454
WBGene00003655,nhr-65,0.518019877318655,29.476,41.255,-0.437
WBGene00003656,nhr-66,0.518019877318655,130.354,86.377,0.577
WBGene00007820,clec-199,0.518019877318655,2026.023,1753.958,0.207
WBGene00007982,pxd-1,0.518019877318655,26.700,56.061,-1.017
WBGene00008371,D1054.3,0.518019877318655,30.556,62.235,-0.980
WBGene00011966,T23G7.3,0.518019877318655,155.656,192.931,-0.300
WBGene00016158,ari-1,0.518019877318655,32.010,68.510,-1.053
WBGene00016170,C27F2.8,0.518019877318655,338.865,240.301,0.490
WBGene00019726,bris-1,0.518019877318655,62.970,11.719,2.308
WBGene00000224,atgp-1,0.518262880441886,17.643,35.492,-0.929
WBGene00021899,Y54H5A.1,0.518262880441886,20.237,49.406,-1.218
WBGene00050941,C33F10.14,0.518262880441886,20.612,31.115,-0.526
WBGene00015402,C03G6.17,0.519432057051596,152.063,78.972,0.927
WBGene00010780,K11H3.3,0.521275777778748,36.254,91.481,-1.296
WBGene00016561,eri-6,0.521275777778748,28.032,117.017,-2.011
WBGene00018572,lin-42,0.521275777778748,292.676,516.037,-0.813
WBGene00021365,smgl-2,0.521275777778748,37.002,105.766,-1.477
WBGene00018785,F54A3.6,0.523152882817947,26.985,27.877,0.006
WBGene00010965,ctc-2,0.523493564884271,1579.725,1715.181,-0.118
WBGene00020462,T12E12.1,0.523493564884271,81.113,24.846,1.650
WBGene00022880,tbc-2,0.523493564884271,81.468,175.363,-1.088
WBGene00007048,nfx-1,0.5235191331656,56.438,107.662,-0.906
WBGene00013039,scav-3,0.52419537286673,69.138,125.920,-0.844
WBGene00001578,ges-1,0.524812323946443,55.963,13.610,1.938
WBGene00004040,pld-1,0.524812323946443,176.144,87.714,0.990
WBGene00006942,wrk-1,0.524812323946443,92.687,36.319,1.312
WBGene00007462,C08H9.1,0.524812323946443,97.912,154.913,-0.647
WBGene00018181,F38E1.9,0.524812323946443,45.514,20.001,1.116
WBGene00018515,F46G11.2,0.524812323946443,29.322,49.497,-0.707
WBGene00019120,npl-4.1,0.524812323946443,26.626,65.495,-1.245
WBGene00021052,W06A11.1,0.524812323946443,68.550,85.275,-0.294
WBGene00020135,aakg-4,0.525211146248606,138.619,77.823,0.814
WBGene00008041,ufc-1,0.525308204081715,17.420,34.838,-0.919
WBGene00017284,sec-6,0.525478281847731,62.625,110.991,-0.803
WBGene00018657,acl-4,0.525478281847731,50.274,136.571,-1.413
WBGene00015057,gad-3,0.526352450667529,49.615,101.326,-1.001
WBGene00002262,ldh-1,0.527057901774493,62.920,20.267,1.565
WBGene00004739,scd-1,0.529776328626551,76.716,145.941,-0.909
WBGene00004108,pqn-18,0.530155654989469,57.848,65.953,-0.164
WBGene00001484,fox-1,0.530303634025272,65.036,14.421,2.076
WBGene00015754,C14B9.8,0.530303634025272,63.183,14.552,2.022
WBGene00013407,Y63D3A.8,0.53061532004306,24.726,75.427,-1.552
WBGene00010583,K05C4.7,0.532241002872422,23.817,53.068,-1.097
WBGene00010687,K08F9.4,0.532241002872422,17.056,41.161,-1.189
WBGene00012471,Y17G7B.20,0.532241002872422,439.718,645.253,-0.550
WBGene00016432,C35B1.2,0.532241002872422,25.789,54.527,-1.025
WBGene00012897,pisy-1,0.532797861630064,60.447,119.875,-0.964
WBGene00004091,pps-1,0.532968510354525,682.031,494.255,0.462
WBGene00016976,C56E10.3,0.532968510354525,61.906,117.305,-0.899
WBGene00017098,E02D9.1,0.532968510354525,49.310,123.188,-1.292
WBGene00018681,denn-4,0.532968510354525,58.872,54.609,0.082
WBGene00004448,rpl-34,0.534586864530002,759.520,462.361,0.713
WBGene00008682,lex-1,0.534586864530002,69.519,88.032,-0.320
WBGene00008132,gale-1,0.536020762610891,67.351,14.421,2.127
WBGene00021313,paqr-2,0.536020762610891,53.103,21.511,1.238
WBGene00002216,klp-3,0.538958404323843,55.877,62.906,-0.145
WBGene00016194,C28H8.3,0.538958404323843,376.050,254.008,0.560
WBGene00017799,F25G6.8,0.540461754180136,45.305,32.877,0.419
WBGene00000228,atn-1,0.542035140694916,233.999,442.487,-0.913
WBGene00003478,mtm-6,0.542035140694916,21.928,0.000,4.455
WBGene00004945,sop-2,0.542035140694916,100.302,160.869,-0.667
WBGene00004978,spg-7,0.542035140694916,54.628,51.899,0.046
WBGene00007681,C18D11.3,0.542035140694916,62.063,83.674,-0.408
WBGene00011922,T22C8.1,0.542035140694916,23.962,58.834,-1.237
WBGene00014018,ZK632.11,0.542035140694916,20.134,60.753,-1.523
WBGene00015481,C05D11.1,0.542035140694916,55.932,147.671,-1.375
WBGene00016200,dpff-1,0.542035140694916,50.646,97.569,-0.918
WBGene00044508,nsy-7,0.542035140694916,85.466,69.397,0.280
WBGene00012930,obr-1,0.543082113552994,49.617,10.684,2.086
WBGene00001020,dnj-2,0.544568554652548,100.259,107.084,-0.081
WBGene00004440,rpl-26,0.545167312363182,1263.553,1616.770,-0.354
WBGene00003710,nhr-120,0.546558964075554,60.960,178.071,-1.523
WBGene00007562,C14A4.12,0.546558964075554,91.210,127.909,-0.472
WBGene00000938,dcp-66,0.546677592963738,256.405,161.710,0.656
WBGene00000183,arf-3,0.547521051275318,321.316,110.792,1.523
WBGene00004015,phb-2,0.547696145269652,46.629,96.871,-1.024
WBGene00020068,cra-1,0.547696145269652,50.332,95.153,-0.890
WBGene00019322,ahcy-1,0.550479346812301,464.619,722.291,-0.633
WBGene00007668,C18B12.6,0.551255004747803,73.542,138.364,-0.892
WBGene00022360,Y92H12A.4,0.551415938760683,65.033,83.476,-0.338
WBGene00003372,mlc-4,0.552362939707142,58.827,18.395,1.601
WBGene00013544,Y75B8A.7,0.552483399896688,52.275,51.161,0.003
WBGene00002850,let-716,0.552818921599825,109.049,176.623,-0.683
WBGene00018764,F53F10.2,0.552906055834013,149.488,121.086,0.292
WBGene00003089,ltd-1,0.553301046440773,293.510,137.389,1.085
WBGene00004401,rom-2,0.553301046440773,292.573,469.424,-0.677
WBGene00013020,Y48G10A.3,0.553301046440773,106.200,237.320,-1.147
WBGene00004418,rpl-7,0.553406739800235,1934.627,2699.815,-0.480
WBGene00022134,Y71G10AL.1,0.553711746090809,65.676,104.601,-0.650
WBGene00004783,seu-1,0.554981551320082,81.550,84.134,-0.027
WBGene00012932,Y47D3A.21,0.556637313043345,92.018,192.161,-1.047
WBGene00002299,let-23,0.55696133845006,664.999,536.661,0.307
WBGene00003961,pct-1,0.55696133845006,204.718,113.486,0.838
WBGene00008622,F09C8.2,0.55696133845006,178.857,251.253,-0.482
WBGene00021960,Y57E12AM.1,0.557179154599437,75.527,134.199,-0.810
WBGene00008311,rskn-2,0.558597084820861,102.809,30.230,1.719
WBGene00045390,C38C3.10,0.558597084820861,523.377,347.681,0.586
WBGene00003002,lin-13,0.559242783920449,205.831,237.054,-0.197
WBGene00006594,tom-1,0.559242783920449,111.621,190.049,-0.755
WBGene00006794,unc-60,0.559242783920449,192.411,301.780,-0.642
WBGene00009691,F44E5.4,0.559242783920449,476.487,614.666,-0.364
WBGene00010842,ymel-1,0.559242783920449,79.534,64.621,0.277
WBGene00013343,prp-6,0.559242783920449,79.137,76.893,0.023
WBGene00014151,vps-15,0.559242783920449,81.407,177.559,-1.107
WBGene00022473,bet-1,0.559242783920449,122.510,131.246,-0.088
WBGene00008973,F20D1.1,0.559815289949087,184.852,123.139,0.574
WBGene00004466,rpn-10,0.561263729881774,66.276,39.824,0.699
WBGene00011348,T01H3.2,0.561263729881774,119.631,130.029,-0.108
WBGene00013311,sec-61,0.566144192406861,738.446,640.536,0.203
WBGene00010897,lact-3,0.568042334426669,79.294,131.561,-0.712
WBGene00002010,hsp-6,0.568073733890616,343.726,311.249,0.139
WBGene00002238,kars-1,0.569008011112506,84.041,38.738,1.081
WBGene00004343,rgr-1,0.569863625029523,49.164,42.498,0.177
WBGene00007463,vgln-1,0.573113093735504,552.133,238.163,1.207
WBGene00010944,M176.5,0.573113093735504,206.142,126.284,0.696
WBGene00000040,aco-1,0.57452804990932,123.645,150.315,-0.270
WBGene00003640,nhr-50,0.575908343229548,56.193,138.748,-1.279
WBGene00011423,ipla-7,0.578114054176505,123.845,54.455,1.159
WBGene00007084,AH10.3,0.578236082777772,193.189,65.531,1.538
WBGene00003549,nas-31,0.578584081187781,1774.993,2686.134,-0.597
WBGene00000549,cls-2,0.578781968191179,90.523,101.518,-0.150
WBGene00003600,nhr-1,0.578781968191179,85.134,30.043,1.455
WBGene00004768,sel-11,0.578781968191179,63.475,76.361,-0.244
WBGene00014249,ZK1307.8,0.578781968191179,314.728,430.291,-0.447
WBGene00012121,T28C6.7,0.57943948413244,973.419,1022.178,-0.069
WBGene00004884,smg-6,0.580649987891587,57.560,15.789,1.778
WBGene00006760,unc-23,0.580894370088301,97.660,38.999,1.288
WBGene00011763,T14B1.1,0.582597807927033,63.362,82.440,-0.357
WBGene00000263,F23H11.5,0.582852750613553,69.482,41.290,0.716
WBGene00011232,pck-2,0.582852750613553,321.948,220.503,0.540
WBGene00013597,gpi-1,0.582852750613553,109.639,178.491,-0.690
WBGene00016318,C32D5.11,0.583940096046247,40.751,42.276,-0.018
WBGene00014148,ZK909.3,0.584058334188262,128.645,195.056,-0.589
WBGene00011344,T01G9.2,0.584483498907001,71.767,150.733,-1.051
WBGene00004426,rpl-14,0.584878920885643,800.767,1163.921,-0.538
WBGene00004438,rpl-25.1,0.584878920885643,671.700,896.035,-0.414
WBGene00010960,atp-6,0.584878920885643,1150.269,900.436,0.352
WBGene00007729,clec-185,0.585858932646531,102.581,18.057,2.428
WBGene00010012,saeg-1,0.587358853346537,138.239,210.048,-0.593
WBGene00017711,F22E5.13,0.588663934570539,52.817,28.843,0.824
WBGene00019491,K07E3.2,0.588663934570539,50.405,31.118,0.650
WBGene00000160,apb-1,0.589324369279375,83.511,128.488,-0.604
WBGene00009797,F46G10.2,0.589324369279375,87.938,43.264,0.990
WBGene00011680,T10B10.3,0.589324369279375,42.061,92.032,-1.096
WBGene00020104,R148.5,0.589324369279375,58.267,83.004,-0.486
WBGene00018604,uggt-1,0.589358917805657,299.834,487.669,-0.697
WBGene00004224,ptr-10,0.590534601302651,92.125,62.232,0.543
WBGene00006945,wars-1,0.590534601302651,83.049,14.058,2.463
WBGene00015404,nstp-4,0.590534601302651,93.153,53.397,0.776
WBGene00007683,C18E9.2,0.591302183729566,281.973,334.326,-0.241
WBGene00007703,gbf-1,0.591302183729566,354.011,558.711,-0.654
WBGene00008094,C44H4.4,0.591302183729566,108.119,73.461,0.538
WBGene00013924,rad-23,0.591302183729566,39.873,97.365,-1.252
WBGene00001177,egl-8,0.592576585201704,383.784,592.438,-0.623
WBGene00003550,nas-32,0.593069523175406,1946.853,1718.918,0.179
WBGene00007534,C12D8.1,0.594112949340764,47.226,86.578,-0.844
WBGene00012559,epg-3,0.594112949340764,53.997,10.684,2.208
WBGene00009012,F21D5.7,0.594243916244052,110.579,69.578,0.648
WBGene00016852,srt-7,0.597500905420254,57.540,13.610,1.978
WBGene00004458,rpn-1,0.597969447785806,96.214,141.152,-0.538
WBGene00009122,tct-1,0.59956817083205,951.288,1079.393,-0.181
WBGene00021534,mvk-1,0.599909806326686,143.981,77.380,0.877
WBGene00001708,grk-1,0.600279595214215,70.333,89.361,-0.325
WBGene00006727,ubq-1,0.600279595214215,738.236,1048.720,-0.505
WBGene00007918,sphk-1,0.600279595214215,41.879,73.218,-0.772
WBGene00016610,paqr-1,0.600279595214215,40.190,69.769,-0.760
WBGene00019941,pgam-5,0.600279595214215,58.658,56.056,0.040
WBGene00022738,ZK418.9,0.600279595214215,67.409,124.718,-0.866
WBGene00007054,scpl-1,0.602164608582007,115.818,246.750,-1.079
WBGene00006434,prdx-2,0.602450039801261,298.175,151.735,0.965
WBGene00000229,atp-2,0.605363818431743,842.247,1036.110,-0.297
WBGene00010896,M28.5,0.605534805292944,57.712,25.012,1.150
WBGene00012203,rga-1,0.605537506848497,208.157,223.944,-0.099
WBGene00004479,rps-10,0.606344758868153,1729.445,1806.912,-0.062
WBGene00002282,let-4,0.606363277255913,92.990,162.123,-0.787
WBGene00001562,lin-66,0.607463401630032,165.355,251.337,-0.595
WBGene00003378,mml-1,0.607463401630032,1164.751,1532.685,-0.395
WBGene00003726,nhr-136,0.607463401630032,45.416,73.570,-0.665
WBGene00018866,nath-10,0.607463401630032,39.358,87.669,-1.119
WBGene00077693,T04C12.11,0.607463401630032,50.010,113.927,-1.159
WBGene00011801,T16G1.7,0.608225656202777,111.777,188.152,-0.738
WBGene00012015,T25B9.9,0.60922945658833,61.011,20.267,1.520
WBGene00004446,rpl-32,0.609469908428509,1878.026,1225.176,0.615
WBGene00077669,Y38H6A.5,0.61064406404921,244.461,169.632,0.519
WBGene00006497,tag-151,0.611008540801476,39.390,82.534,-1.031
WBGene00020861,T27E4.1,0.611008540801476,39.364,14.073,1.385
WBGene00004766,sel-9,0.611029651217055,232.515,44.671,2.348
WBGene00000545,clp-4,0.612833947872663,132.472,102.226,0.360
WBGene00012735,sptf-3,0.612833947872663,63.265,140.362,-1.127
WBGene00015767,hex-2,0.612833947872663,158.780,142.272,0.148
WBGene00020276,T05H4.15,0.614464690805235,56.598,155.878,-1.436
WBGene00000163,apb-3,0.614469401178004,48.150,73.311,-0.577
WBGene00004503,rpt-3,0.614469401178004,46.050,78.840,-0.745
WBGene00015552,C06G3.6,0.614469401178004,62.289,126.245,-0.996
WBGene00021901,tag-262,0.614469401178004,47.612,115.130,-1.244
WBGene00010975,R01H10.7,0.615208399679728,53.163,27.379,0.906
WBGene00012829,Y43F8C.7,0.615208399679728,55.534,12.152,2.078
WBGene00006598,tor-2,0.617642690004426,49.405,23.830,0.993
WBGene00007586,ril-2,0.617642690004426,54.198,21.219,1.286
