Table S7: Differential expression test results for the identification of cell type enriched genes. ,,,,,,,,
gene_id,symbol,max.cell.type,max.cell.type.expr,cell.type.2,cell.type.2.expr,ratio,pval,qval
WBGene00013669,Y105E8A.8,Germline,65.68,Somatic_gonad_precursors,43.10,1.49,0.154715414561865,0.451856659065004
WBGene00045403,K10H10.12,Pharyngeal_epithelia,36.15,Pharyngeal_muscle,11.97,2.79,0.154898172581483,0.452153621650497
WBGene00016123,C25H3.14,Intestinal/rectal_muscle,27.29,Somatic_gonad_precursors,10.24,2.43,0.154883686358656,0.452153621650497
WBGene00017217,F07F6.4,Socket_cells,384.36,Rectum,209.16,1.83,0.15489106817897,0.452153621650497
WBGene00004228,ptr-14,Rectum,466.02,Socket_cells,257.52,1.80,0.1549112970432,0.452153621650497
WBGene00010628,ceeh-2,Intestine,26.08,Ciliated_sensory_neurons,6.87,3.32,0.154973426993292,0.452269844310543
WBGene00006635,tsp-9,Other_interneurons,163.30,Socket_cells,87.05,1.85,0.155297530281261,0.453085238389673
WBGene00194713,F19B10.13,Ciliated_sensory_neurons,8.99,Somatic_gonad_precursors,4.43,1.65,0.155295538839764,0.453085238389673
WBGene00018065,F35F11.2,Germline,1.64,Body_wall_muscle,0.03,1.59,0.155475475372037,0.453473864930752
WBGene00206532,F11A6.15,Ciliated_sensory_neurons,54.81,Touch_receptor_neurons,16.14,3.20,0.155537383201634,0.45358916628979
WBGene00007428,wdr-20,Germline,238.40,Cholinergic_neurons,157.68,1.50,0.155684578431615,0.45395311987734
WBGene00006718,ubc-23,Intestine,27.28,Coelomocytes,7.92,3.06,0.15592799854338,0.454597505892831
WBGene00013076,Y51A2D.8,Socket_cells,37.69,Pharyngeal_epithelia,11.97,2.91,0.156039241989021,0.454714443136754
WBGene00008355,fbxa-141,Coelomocytes,7.08,Vulval_precursors,1.44,2.91,0.156057835375778,0.454714443136754
WBGene00019908,R05H11.2,Canal_associated_neurons,73.38,Vulval_precursors,32.56,2.19,0.156034644387483,0.454714443136754
WBGene00009095,F23H12.7,Ciliated_sensory_neurons,5.08,Pharyngeal_epithelia,0.54,3.29,0.156282007399464,0.455105957763905
WBGene00011763,T14B1.1,Body_wall_muscle,375.31,Intestinal/rectal_muscle,263.43,1.42,0.156403169034326,0.455393369648781
WBGene00014261,shk-1,flp-1(+)_interneurons,681.27,Ciliated_sensory_neurons,465.46,1.46,0.156488791350688,0.4555772353109
WBGene00194906,Y53C12A.11,Germline,23.18,Somatic_gonad_precursors,5.98,3.32,0.156549853526303,0.455590925266318
WBGene00022488,orc-3,Somatic_gonad_precursors,111.25,Germline,70.89,1.55,0.156535295069455,0.455590925266318
WBGene00021363,taf-6.2,Germline,200.08,Somatic_gonad_precursors,140.33,1.42,0.156560918820244,0.455590925266318
WBGene00010706,cyp-14A2,Non-seam_hypodermis,15.01,Intestine,11.24,1.23,0.156764421790272,0.456117639458966
WBGene00011264,R13H4.6,Excretory_cells,52.63,Ciliated_sensory_neurons,3.56,11.55,0.156811620636339,0.456189489368432
WBGene00011402,T03F7.5,Rectum,47.11,Non-seam_hypodermis,10.52,4.09,0.157018400147647,0.456286644349467
WBGene00007508,C10C5.4,Non-seam_hypodermis,23.13,Distal_tip_cells,6.27,3.18,0.157004190002633,0.456286644349467
WBGene00009043,F22B5.5,Touch_receptor_neurons,13.07,Germline,3.39,2.98,0.156919836437297,0.456286644349467
WBGene00002259,lbp-7,Am/PH_sheath_cells,82.65,Rectum,39.23,2.05,0.157025091558477,0.456286644349467
WBGene00008134,C47B2.9,Sex_myoblasts,24.17,Germline,15.11,1.50,0.157023397754139,0.456286644349467
WBGene00017675,F21F3.6,Ciliated_sensory_neurons,1440.37,flp-1(+)_interneurons,1062.97,1.35,0.156967511928783,0.456286644349467
WBGene00000035,ace-1,Body_wall_muscle,133.50,Other_interneurons,63.82,2.06,0.157190471561771,0.456701741296927
WBGene00008407,D2023.3,Other_interneurons,442.64,Oxygen_sensory_neurons,286.96,1.54,0.157235606436027,0.45676740872237
WBGene00017135,EEED8.4,Coelomocytes,6.34,Vulval_precursors,2.66,1.73,0.157280045941184,0.456831037580418
WBGene00008147,C47E12.2,Germline,77.11,Other_interneurons,34.19,2.19,0.157358180622833,0.456927041885898
WBGene00004959,spe-5,Rectum,63.35,Germline,29.82,2.06,0.157349043580799,0.456927041885898
WBGene00016210,C29F5.1,Intestinal/rectal_muscle,426.00,Body_wall_muscle,364.54,1.17,0.15738780391694,0.456947604296803
WBGene00013676,ekl-4,Germline,188.79,GABAergic_neurons,88.85,2.10,0.157559992903778,0.457382015774377
WBGene00008042,C40H1.7,Ciliated_sensory_neurons,7.66,Intestine,1.95,2.59,0.157611972852622,0.457467397149986
WBGene00016417,C34F11.8,Non-seam_hypodermis,83.89,Excretory_cells,29.65,2.74,0.157773299825131,0.457819834706337
WBGene00016846,C50F7.6,Body_wall_muscle,131.93,Cholinergic_neurons,85.50,1.53,0.157783355805545,0.457819834706337
WBGene00002175,jac-1,Other_interneurons,554.61,GABAergic_neurons,371.86,1.49,0.157801153623066,0.457819834706337
WBGene00003577,ndg-4,Rectum,60.02,Intestine,58.69,1.01,0.157922719885103,0.458106962620337
WBGene00007824,C30H6.7,Body_wall_muscle,123.24,Pharyngeal_neurons,116.37,1.05,0.157973856822708,0.458124184785852
WBGene00005010,spr-5,Germline,197.95,Oxygen_sensory_neurons,196.44,1.00,0.157966873222035,0.458124184785852
WBGene00011775,T14G10.5,Pharyngeal_gland,220.99,Distal_tip_cells,199.76,1.10,0.158080253877625,0.458367161543889
WBGene00044667,ZK622.5,Cholinergic_neurons,35.81,Am/PH_sheath_cells,2.72,9.64,0.158469514808763,0.459248040689776
WBGene00020779,T24G10.2,Germline,266.38,Distal_tip_cells,138.17,1.91,0.158446527401281,0.459248040689776
WBGene00002192,kin-4,Other_interneurons,612.02,Oxygen_sensory_neurons,432.83,1.41,0.158484523982299,0.459248040689776
WBGene00000841,cul-6,Pharyngeal_epithelia,62.98,Intestine,53.69,1.15,0.158497325867775,0.459248040689776
WBGene00007951,dmsr-8,Cholinergic_neurons,183.37,Pharyngeal_neurons,98.90,1.84,0.1586678222434,0.459610663717628
WBGene00019462,K07A9.3,Intestine,166.20,Ciliated_sensory_neurons,149.55,1.10,0.158646272619665,0.459610663717628
WBGene00013596,nyn-2,Germline,65.84,Somatic_gonad_precursors,38.20,1.68,0.158710639545605,0.459669006176448
WBGene00019786,M70.4,Oxygen_sensory_neurons,79.99,Germline,68.14,1.16,0.158820078858508,0.459920259791546
WBGene00044485,Y54G2A.41,Touch_receptor_neurons,52.14,Intestine,43.64,1.17,0.158992803105778,0.46035467958252
WBGene00044183,F09C6.13,Am/PH_sheath_cells,13.97,Pharyngeal_epithelia,0.84,7.61,0.1590745413731,0.460423927716725
WBGene00003702,nhr-112,Pharyngeal_gland,102.66,Pharyngeal_muscle,37.12,2.69,0.159070227397088,0.460423927716725
WBGene00004884,smg-6,Rectum,337.44,Intestine,259.67,1.29,0.159084859638298,0.460423927716725
WBGene00000135,amt-3,Ciliated_sensory_neurons,299.82,Other_interneurons,187.51,1.59,0.159200487720946,0.46065906357581
WBGene00006353,sur-7,Canal_associated_neurons,85.20,Intestine,67.10,1.25,0.159211553421742,0.46065906357581
WBGene00006561,tcl-2,Socket_cells,198.14,Somatic_gonad_precursors,174.78,1.13,0.159247711019161,0.460697923514973
WBGene00009511,F37H8.2,Intestine,59.70,Somatic_gonad_precursors,28.95,1.99,0.159370438246781,0.460987179466394
WBGene00022612,ZC449.2,Rectum,56.25,Non-seam_hypodermis,10.14,5.05,0.159520779470916,0.46135621638678
WBGene00021381,Y37E11B.10,Intestine,3.61,Non-seam_hypodermis,0.91,1.89,0.159658084961832,0.46158991081273
WBGene00020951,sna-1,Germline,83.67,Cholinergic_neurons,47.93,1.71,0.159669895644954,0.46158991081273
WBGene00015217,tes-1,Am/PH_sheath_cells,576.95,Socket_cells,393.76,1.46,0.159743920825845,0.461738060610394
WBGene00010010,gmeb-2,Pharyngeal_epithelia,190.40,Pharyngeal_muscle,111.68,1.69,0.159930618227861,0.462080040207665
WBGene00000493,che-14,Socket_cells,346.38,Excretory_cells,177.99,1.94,0.160044097325397,0.46234201181176
WBGene00018376,F43C9.2,Cholinergic_neurons,286.80,Distal_tip_cells,192.62,1.48,0.160126122179951,0.462513055387545
WBGene00015794,C15F1.1,Non-seam_hypodermis,124.74,Vulval_precursors,73.55,1.67,0.160171286324891,0.462577595824458
WBGene00007507,C10C5.3,Non-seam_hypodermis,10.09,Am/PH_sheath_cells,0.80,5.61,0.160308919709729,0.462909132683179
WBGene00009268,F30A10.11,Pharyngeal_muscle,2.58,Body_wall_muscle,0.29,2.00,0.160427644238249,0.463134434668653
WBGene00001182,egl-13,Oxygen_sensory_neurons,285.15,Socket_cells,144.50,1.96,0.160432637770376,0.463134434668653
WBGene00010881,M05D6.9,Socket_cells,91.14,Seam_cells,62.98,1.42,0.160775100955231,0.463981688230646
WBGene00013268,Y57A10A.28,Other_interneurons,38.82,Germline,33.71,1.12,0.160794798471723,0.463981688230646
WBGene00006712,ubc-17,Pharyngeal_neurons,231.54,Cholinergic_neurons,124.00,1.85,0.160826437692033,0.464006934024367
WBGene00017616,F20A1.4,Oxygen_sensory_neurons,343.54,Ciliated_sensory_neurons,211.83,1.61,0.160907676527899,0.464174456416083
WBGene00001815,hmt-1,Intestine,243.08,Somatic_gonad_precursors,192.35,1.26,0.16093029844074,0.464174456416083
WBGene00010842,ymel-1,Pharyngeal_muscle,192.96,Somatic_gonad_precursors,182.67,1.05,0.161259725594905,0.464992304058935
WBGene00011568,nhr-26,Ciliated_sensory_neurons,6.85,Intestine,1.46,2.79,0.161305357734369,0.465034017633276
WBGene00015462,C05C8.5,Germline,154.97,Oxygen_sensory_neurons,86.36,1.77,0.161320073602545,0.465034017633276
WBGene00007635,npr-4,Ciliated_sensory_neurons,583.97,Other_interneurons,421.51,1.38,0.161369435464235,0.465110170097469
WBGene00001008,dlk-1,flp-1(+)_interneurons,1784.42,Oxygen_sensory_neurons,1289.46,1.38,0.161464686176571,0.465318546130974
WBGene00012566,fbxa-211,Germline,28.52,Distal_tip_cells,1.93,9.73,0.161550288262195,0.465499060890257
WBGene00007969,acs-19,Canal_associated_neurons,453.93,Cholinergic_neurons,281.82,1.60,0.161628235946942,0.465591298974061
WBGene00018152,acs-4,Intestine,613.05,Somatic_gonad_precursors,539.47,1.13,0.161611780091136,0.465591298974061
WBGene00004141,pqn-57,Pharyngeal_muscle,6.42,Pharyngeal_epithelia,3.32,1.49,0.161673962942111,0.465656848934289
WBGene00017291,F09E5.14,Cholinergic_neurons,79.92,Ciliated_sensory_neurons,37.65,2.07,0.16172380530535,0.465734231758026
WBGene00001776,gst-28,Am/PH_sheath_cells,212.58,Socket_cells,117.18,1.80,0.161809437073265,0.465914644731839
WBGene00010111,F55D12.2,Non-seam_hypodermis,165.38,Vulval_precursors,117.47,1.40,0.1618659839827,0.466011271312783
WBGene00009237,F28H7.3,Intestine,90.77,Pharyngeal_gland,25.22,3.46,0.161894229679547,0.46602640298695
WBGene00015329,C02B10.4,Germline,85.63,Canal_associated_neurons,84.96,1.00,0.162148225069817,0.466691277919957
WBGene00016574,C41H7.4,Canal_associated_neurons,115.77,GABAergic_neurons,36.55,3.08,0.162425112586789,0.467413159510561
WBGene00002039,hum-6,Pharyngeal_epithelia,548.81,Rectum,346.05,1.58,0.162445153606231,0.467413159510561
WBGene00003689,nhr-99,Intestine,17.22,Am/PH_sheath_cells,3.01,4.30,0.162648878197644,0.46793292789447
WBGene00006792,unc-58,GABAergic_neurons,627.54,Cholinergic_neurons,475.09,1.32,0.162691891378011,0.46799025544539
WBGene00005628,srj-49,Pharyngeal_neurons,17.60,Am/PH_sheath_cells,2.21,5.49,0.162869019556588,0.468433299578829
WBGene00009915,F52A8.1,Excretory_cells,438.11,Rectum,244.10,1.79,0.162929981078434,0.468542154410686
WBGene00001972,hmg-1.2,Canal_associated_neurons,317.36,Pharyngeal_neurons,151.67,2.08,0.163181791926023,0.469124890371029
WBGene00013402,Y62H9A.14,Cholinergic_neurons,1.12,Germline,0.13,0.99,0.163248333909283,0.469124890371029
WBGene00007756,C27A7.5,Distal_tip_cells,238.24,Intestinal/rectal_muscle,132.15,1.79,0.163319930557028,0.469264112306382
WBGene00010804,M01E5.1,Germline,0.60,Body_wall_muscle,0.09,0.55,0.16373478863004,0.470389441655264
WBGene00008003,enu-3.2,Germline,58.69,Canal_associated_neurons,20.61,2.72,0.163841136631261,0.470575299321205
WBGene00016246,daf-37,GABAergic_neurons,351.19,Oxygen_sensory_neurons,166.18,2.10,0.16393876788547,0.470575299321205
WBGene00022505,ZC21.3,Pharyngeal_epithelia,1066.66,Pharyngeal_muscle,837.37,1.27,0.163929342137376,0.470575299321205
WBGene00045253,F46C3.6,Excretory_cells,64.53,Pharyngeal_gland,12.18,4.90,0.164298824749141,0.470875367805718
WBGene00008211,C49F5.7,Non-seam_hypodermis,23.52,Rectum,4.73,4.10,0.164131645585295,0.470875367805718
WBGene00022158,Y71G12B.23,Other_interneurons,179.51,Rectum,68.02,2.60,0.164285058012687,0.470875367805718
WBGene00009048,cth-1,Intestine,67.34,Seam_cells,28.33,2.30,0.16421504246407,0.470875367805718
WBGene00003045,lir-2,Germline,70.26,Oxygen_sensory_neurons,69.40,1.00,0.164280777499464,0.470875367805718
WBGene00044281,R04A9.7,Canal_associated_neurons,31.66,Rectum,4.90,5.37,0.164548406127052,0.471457348494906
WBGene00012117,T28B11.1,Touch_receptor_neurons,1647.60,flp-1(+)_interneurons,1220.55,1.35,0.164779676838423,0.472053254549418
WBGene00013827,Y116F11B.11,Germline,3.13,Cholinergic_neurons,0.26,2.48,0.164821655016921,0.472059502770616
WBGene00015622,C09B8.3,Pharyngeal_epithelia,160.03,Pharyngeal_muscle,90.17,1.76,0.164828432766534,0.472059502770616
WBGene00011742,tgn-38,Canal_associated_neurons,555.98,Am/PH_sheath_cells,388.76,1.43,0.165023703905117,0.472551985006445
WBGene00003746,nlp-8,flp-1(+)_interneurons,1186.40,Other_interneurons,844.63,1.40,0.165050954775237,0.472563263311981
WBGene00008458,E02H1.6,Somatic_gonad_precursors,45.57,Vulval_precursors,31.84,1.39,0.165104210075958,0.472643355530044
WBGene00001794,gta-1,Body_wall_muscle,298.41,Intestinal/rectal_muscle,216.50,1.37,0.165125560843756,0.472643355530044
WBGene00007188,B0464.9,Pharyngeal_neurons,46.16,Germline,43.25,1.04,0.16516510236026,0.47267643370388
WBGene00008435,glna-2,Non-seam_hypodermis,58.10,Rectum,20.59,2.69,0.165396362622008,0.473084473925599
WBGene00044567,C46C11.4,Distal_tip_cells,38.30,Non-seam_hypodermis,5.16,6.22,0.16545695871362,0.473115140325943
WBGene00018997,F57B9.3,Oxygen_sensory_neurons,40.98,Intestine,17.96,2.16,0.165475851740652,0.473115140325943
WBGene00017708,F22E5.9,GABAergic_neurons,20.49,Germline,12.67,1.50,0.165477102506583,0.473115140325943
WBGene00019667,K12B6.2,Ciliated_sensory_neurons,20.39,Non-seam_hypodermis,5.40,3.19,0.16566819586821,0.47354817723565
WBGene00008423,D2045.5,Germline,1.95,Seam_cells,0.08,1.80,0.165743272157004,0.473675718298976
WBGene00008733,F13B12.6,Excretory_cells,372.52,GABAergic_neurons,204.68,1.81,0.16618976257578,0.474838110148886
WBGene00013913,irld-61,Ciliated_sensory_neurons,10.99,Somatic_gonad_precursors,0.78,6.18,0.166387554501796,0.475140676412867
WBGene00011515,oac-42,Pharyngeal_gland,8.97,Non-seam_hypodermis,0.52,5.90,0.166439538762843,0.475196604262197
WBGene00002078,xpo-1,Somatic_gonad_precursors,449.41,Germline,386.88,1.16,0.166766528790306,0.476063132672623
WBGene00009579,arrd-6,Ciliated_sensory_neurons,181.84,Cholinergic_neurons,116.88,1.54,0.166792494196963,0.476070212597385
WBGene00011367,snpc-3.4,Germline,80.83,Somatic_gonad_precursors,33.12,2.37,0.166829760419031,0.476109541525297
WBGene00017290,F09E5.12,Ciliated_sensory_neurons,46.46,Am/PH_sheath_cells,13.26,3.26,0.166856602828961,0.476119115420308
WBGene00022487,fbxa-21,Intestine,5.17,Non-seam_hypodermis,0.66,3.12,0.166899989651712,0.476175888843048
WBGene00012209,hmg-20,Germline,73.08,Distal_tip_cells,15.45,4.44,0.166968044927634,0.476274006847767
WBGene00008779,F14B4.1,flp-1(+)_interneurons,332.68,Pharyngeal_epithelia,204.36,1.62,0.167098395401788,0.476463295525219
WBGene00044690,M02B7.7,Somatic_gonad_precursors,21.81,Germline,14.21,1.43,0.167118249281452,0.476463295525219
WBGene00008937,srt-43,Other_interneurons,10.85,Am/PH_sheath_cells,0.64,6.61,0.167171148687603,0.476547089726676
WBGene00020718,mrps-2,Vulval_precursors,29.26,Germline,28.89,0.98,0.167199723848617,0.476561530109015
WBGene00018727,jbts-14,Ciliated_sensory_neurons,62.96,Socket_cells,20.31,2.95,0.167232316392607,0.476587415379522
WBGene00004046,plp-1,Other_interneurons,210.53,Coelomocytes,135.49,1.54,0.167355348740334,0.476603016902966
WBGene00017746,F23F1.5,Oxygen_sensory_neurons,48.41,Germline,32.87,1.43,0.167311979490712,0.476603016902966
WBGene00004767,sel-10,Germline,121.38,Cholinergic_neurons,90.28,1.33,0.167334425879934,0.476603016902966
WBGene00002215,klc-2,Cholinergic_neurons,851.95,GABAergic_neurons,661.31,1.29,0.167337969226059,0.476603016902966
WBGene00017873,F28A10.5,Body_wall_muscle,0.56,Germline,0.00,0.56,0.167349769797894,0.476603016902966
WBGene00015100,B0280.2,Intestine,6.84,Cholinergic_neurons,4.68,1.20,0.167407063711901,0.476683324695034
WBGene00002233,kqt-1,Sex_myoblasts,282.82,Touch_receptor_neurons,180.48,1.56,0.167508634485513,0.476905551917955
WBGene00000609,col-20,Seam_cells,6.98,Non-seam_hypodermis,3.52,1.54,0.167656217679549,0.477258698017433
WBGene00020716,phf-30,Intestinal/rectal_muscle,24.48,Germline,22.07,1.06,0.167781220673612,0.477547476028474
WBGene00006474,wdr-5.1,Germline,59.04,Pharyngeal_muscle,56.37,1.03,0.168069276167894,0.47830019615322
WBGene00012535,Y37A1A.2,Non-seam_hypodermis,295.20,Rectum,173.27,1.69,0.168282980559488,0.478639581720413
WBGene00017123,maoc-1,Intestine,64.97,Non-seam_hypodermis,23.38,2.66,0.168329559766103,0.478704897028434
WBGene00020595,T20B5.2,Pharyngeal_muscle,199.95,Pharyngeal_epithelia,122.25,1.62,0.168416686097332,0.478818323124688
WBGene00010521,K03A11.4,Pharyngeal_gland,85.68,Am/PH_sheath_cells,63.28,1.33,0.168453612622382,0.478856146608934
WBGene00012643,Y39A1A.3,Touch_receptor_neurons,181.11,Vulval_precursors,106.58,1.68,0.168479869219327,0.478863632774114
WBGene00006575,tir-1,Am/PH_sheath_cells,2119.90,Excretory_cells,1625.50,1.30,0.168570545455717,0.478987037697343
WBGene00004885,smg-7,Canal_associated_neurons,114.22,Germline,101.48,1.11,0.168634086366394,0.479100429535134
WBGene00018001,F33D11.2,Pharyngeal_muscle,8.73,Body_wall_muscle,0.50,5.82,0.168662970404759,0.479112150323804
WBGene00016106,C25F6.7,Pharyngeal_epithelia,617.44,Pharyngeal_gland,431.59,1.43,0.16870911790298,0.479112150323804
WBGene00006703,ubc-6,Germline,77.59,Ciliated_sensory_neurons,60.51,1.26,0.168708430028475,0.479112150323804
WBGene00003497,mup-4,Non-seam_hypodermis,3477.97,Rectum,2693.91,1.29,0.168878805382598,0.479526861452675
WBGene00086546,cil-1,Socket_cells,67.09,Germline,50.52,1.30,0.168933734888279,0.479615649848781
WBGene00013531,Y73F8A.26,Intestinal/rectal_muscle,184.13,Sex_myoblasts,127.08,1.44,0.169053881234461,0.479889542991705
WBGene00013389,Y62H9A.1,Ciliated_sensory_neurons,6.77,Somatic_gonad_precursors,5.29,1.08,0.169150210498975,0.480095759874645
WBGene00000055,acr-16,Intestinal/rectal_muscle,328.90,Cholinergic_neurons,206.68,1.58,0.169231956850863,0.480260534414651
WBGene00020920,set-20,Somatic_gonad_precursors,338.57,Distal_tip_cells,177.21,1.90,0.169319761415915,0.480442452920214
WBGene00022518,zfh-2,Canal_associated_neurons,1478.92,Excretory_cells,1006.65,1.47,0.16943951075435,0.480580428501668
WBGene00001994,hpk-1,Ciliated_sensory_neurons,1372.76,Socket_cells,1106.93,1.24,0.169415877384792,0.480580428501668
WBGene00016073,C24H12.4,Somatic_gonad_precursors,202.56,Sex_myoblasts,201.64,1.00,0.1694742070569,0.480611590829662
WBGene00012804,Y43F4B.7,Canal_associated_neurons,139.01,Coelomocytes,67.27,2.04,0.169636555043834,0.480947074625922
WBGene00002988,lim-6,Ciliated_sensory_neurons,87.07,GABAergic_neurons,31.25,2.70,0.169731297954808,0.481030737734261
WBGene00017072,D2096.5,Am/PH_sheath_cells,8.07,Germline,2.20,2.52,0.169803104132403,0.481030737734261
WBGene00009030,clec-233,Cholinergic_neurons,6.16,Intestine,1.49,2.47,0.16981184742866,0.481030737734261
WBGene00017901,igeg-1,Pharyngeal_epithelia,142.29,Socket_cells,75.63,1.86,0.1697884529368,0.481030737734261
WBGene00009102,F25B3.5,Coelomocytes,272.55,Distal_tip_cells,184.59,1.47,0.169807260825018,0.481030737734261
WBGene00010475,K01F9.2,Ciliated_sensory_neurons,366.16,Other_interneurons,237.35,1.54,0.169858291655574,0.481095071978502
WBGene00044006,H32K21.1,Ciliated_sensory_neurons,68.97,Cholinergic_neurons,30.53,2.19,0.169949140059079,0.481285138046604
WBGene00194890,C01B9.4,Intestine,20.20,Ciliated_sensory_neurons,4.97,3.38,0.170076039500783,0.481427278303543
WBGene00206497,Y52B11A.18,Socket_cells,9.98,Germline,2.40,2.93,0.17005551915253,0.481427278303543
WBGene00011680,T10B10.3,Excretory_cells,229.51,Vulval_precursors,127.29,1.79,0.170049749057738,0.481427278303543
WBGene00011338,sec-31,Distal_tip_cells,368.64,Germline,267.13,1.37,0.170094330186472,0.481427278303543
WBGene00008639,F10B5.2,Germline,73.22,Canal_associated_neurons,69.66,1.04,0.170163126225332,0.481554758022295
WBGene00044544,F26F12.8,Other_interneurons,226.52,Oxygen_sensory_neurons,114.96,1.95,0.170222740929393,0.481588999494728
WBGene00008352,fbxa-6,Oxygen_sensory_neurons,24.02,Intestine,11.67,1.90,0.170222627634141,0.481588999494728
WBGene00008434,D2089.3,Ciliated_sensory_neurons,62.88,Oxygen_sensory_neurons,19.29,3.10,0.170403860066889,0.482032296580947
WBGene00185048,urm-1,Canal_associated_neurons,19.74,Germline,8.66,2.04,0.170432425758719,0.482032296580947
WBGene00007800,C29A12.6,GABAergic_neurons,55.66,Cholinergic_neurons,12.00,4.28,0.170598566711838,0.482248437570168
WBGene00008856,F15D3.6,Intestine,183.86,Pharyngeal_muscle,86.07,2.11,0.17077308657435,0.482607171050977
WBGene00021535,wht-7,Am/PH_sheath_cells,173.38,Germline,135.07,1.27,0.170755176778508,0.482607171050977
WBGene00000285,cal-1,Socket_cells,97.77,Body_wall_muscle,88.90,1.09,0.170856054655963,0.482774335646923
WBGene00021276,Y23H5B.5,Canal_associated_neurons,124.93,Somatic_gonad_precursors,123.09,1.01,0.170882554403735,0.482781917814371
WBGene00011502,vps-53,Other_interneurons,134.87,Germline,124.84,1.07,0.171067781174482,0.483237875165543
WBGene00008076,lgc-43,Canal_associated_neurons,305.16,Rectum,144.74,2.09,0.171101585644765,0.483266022377739
WBGene00008649,F10D11.3,Ciliated_sensory_neurons,22.24,Socket_cells,5.51,3.42,0.171187617927652,0.483441655476656
WBGene00013795,nhr-229,Rectum,7.13,Intestine,0.70,4.19,0.171296283056372,0.483546435571069
WBGene00019173,H08J11.2,Pharyngeal_neurons,164.79,Pharyngeal_muscle,86.01,1.89,0.171280263551919,0.483546435571069
WBGene00017524,F16G10.9,Rectum,25.36,Non-seam_hypodermis,3.30,5.89,0.171910710934,0.483903127499235
WBGene00043061,Y54G2A.38,Cholinergic_neurons,6.89,Ciliated_sensory_neurons,0.74,3.97,0.171835820734215,0.483903127499235
WBGene00016726,C46H3.3,Rectum,11.15,Somatic_gonad_precursors,2.31,3.37,0.171693013064175,0.483903127499235
WBGene00015456,C04G6.6,Germline,38.59,Coelomocytes,19.69,1.86,0.171953796736251,0.483903127499235
WBGene00021830,Y54E10A.10,Somatic_gonad_precursors,145.62,Sex_myoblasts,90.66,1.59,0.171747130053091,0.483903127499235
WBGene00004214,ptp-2,Germline,143.23,Somatic_gonad_precursors,96.33,1.47,0.171451867261965,0.483903127499235
WBGene00012395,Y6D1A.1,Germline,81.58,Somatic_gonad_precursors,54.72,1.46,0.171898542162775,0.483903127499235
WBGene00013239,Y56A3A.22,Germline,52.61,Other_interneurons,48.60,1.06,0.171657222305811,0.483903127499235
WBGene00022126,Y71F9B.2,Germline,39.50,Somatic_gonad_precursors,38.33,1.00,0.171857872109489,0.483903127499235
WBGene00006059,stc-1,Coelomocytes,401.15,Am/PH_sheath_cells,311.63,1.28,0.172172015654955,0.484332352115124
WBGene00001395,fat-3,Rectum,179.14,Somatic_gonad_precursors,143.17,1.24,0.172225792382634,0.484349200525579
WBGene00006067,sto-5,Oxygen_sensory_neurons,278.56,Other_interneurons,137.27,2.01,0.172764624663167,0.485662419435176
WBGene00021447,Y39A3CR.8,Intestine,10.09,Am/PH_sheath_cells,1.83,3.57,0.172827050834037,0.485758846090186
WBGene00011533,T06E4.5,Non-seam_hypodermis,6.69,Seam_cells,1.29,2.92,0.172870816224883,0.485758846090186
WBGene00018879,F55D10.4,Other_interneurons,204.23,Cholinergic_neurons,121.87,1.66,0.172850924830863,0.485758846090186
WBGene00008348,C56G7.3,Ciliated_sensory_neurons,103.74,Oxygen_sensory_neurons,39.15,2.58,0.17312385013212,0.486267641129028
WBGene00009789,F46F2.5,Oxygen_sensory_neurons,219.05,Ciliated_sensory_neurons,120.92,1.80,0.173104115503019,0.486267641129028
WBGene00005748,srw-1,Coelomocytes,3.50,Body_wall_muscle,1.38,1.47,0.173112614037769,0.486267641129028
WBGene00018266,nhr-183,Socket_cells,340.90,Pharyngeal_gland,200.91,1.69,0.173286981124009,0.486293129929742
WBGene00021327,mrpl-38,Germline,172.89,Intestine,140.36,1.22,0.17318432187391,0.486293129929742
WBGene00011106,acl-5,Non-seam_hypodermis,115.35,Body_wall_muscle,101.83,1.12,0.173210708960803,0.486293129929742
WBGene00017264,F08F3.8,Sex_myoblasts,8.46,Germline,3.97,1.70,0.173583193009594,0.486950581995222
WBGene00007168,B0393.3,Germline,134.61,Distal_tip_cells,71.41,1.86,0.173671476269656,0.487063433240481
WBGene00021047,zfp-3,GABAergic_neurons,167.88,Intestine,124.09,1.34,0.173652004690943,0.487063433240481
WBGene00044144,M153.4,Touch_receptor_neurons,131.84,Ciliated_sensory_neurons,63.66,2.04,0.173820929695646,0.487415142600697
WBGene00045183,T28C6.10,Non-seam_hypodermis,6.87,Am/PH_sheath_cells,2.01,2.28,0.173854278388295,0.487441227829755
WBGene00007813,jmjd-3.3,Canal_associated_neurons,9.20,Intestine,4.50,1.67,0.173988091728702,0.48774894308291
WBGene00004302,ran-1,Somatic_gonad_precursors,751.07,Sex_myoblasts,544.64,1.38,0.174262859364223,0.48831111426319
WBGene00020558,T19B4.5,Germline,97.80,Sex_myoblasts,32.23,2.94,0.174360217231187,0.488454389648063
WBGene00008161,C47F8.5,Seam_cells,6.98,Vulval_precursors,0.77,3.95,0.17448580119623,0.488502521453073
WBGene00017833,F26F12.2,Socket_cells,92.42,Vulval_precursors,44.24,2.04,0.174546088643116,0.488502521453073
WBGene00020160,igcm-3,Seam_cells,524.72,Socket_cells,407.48,1.28,0.174501761254925,0.488502521453073
