Table S10: Differential expression test results for posterior vs. other intestine.,,,,,
gene_id,symbol,q-value,posterior TPM,other TPM,"moderated log2
(posterior / other)"
WBGene00006737,ulp-2,0.848005088151306,46.142,37.304,0.269
WBGene00006755,unc-16,0.848005088151306,256.214,258.249,-0.006
WBGene00006770,unc-34,0.848005088151306,165.749,105.773,0.634
WBGene00006773,unc-37,0.848005088151306,37.401,43.751,-0.188
WBGene00006785,unc-50,0.848005088151306,43.907,65.576,-0.546
WBGene00006803,unc-70,0.848005088151306,708.975,725.645,-0.031
WBGene00006861,cal-5,0.848005088151306,21.781,29.677,-0.382
WBGene00006862,pnk-4,0.848005088151306,36.170,76.955,-1.050
WBGene00006863,gyg-1,0.848005088151306,22.988,18.194,0.260
WBGene00006932,vps-34,0.848005088151306,204.674,136.876,0.570
WBGene00006988,zyg-1,0.848005088151306,16.924,17.880,0.003
WBGene00007063,2L52.1,0.848005088151306,68.671,36.585,0.870
WBGene00007101,B0024.11,0.848005088151306,20.172,55.493,-1.390
WBGene00007175,B0395.3,0.848005088151306,362.810,289.876,0.319
WBGene00007184,ctr-9,0.848005088151306,142.216,198.859,-0.474
WBGene00007192,B0491.5,0.848005088151306,123.667,60.244,1.014
WBGene00007256,swsn-9,0.848005088151306,32.312,60.705,-0.866
WBGene00007404,best-5,0.848005088151306,87.305,28.771,1.552
WBGene00007409,C07B5.4,0.848005088151306,20.198,11.978,0.638
WBGene00007430,C08B6.10,0.848005088151306,9.643,10.505,0.019
WBGene00007443,pfd-1,0.848005088151306,15.892,7.435,0.914
WBGene00007444,C08F8.2,0.848005088151306,52.728,45.923,0.168
WBGene00007546,nhr-153,0.848005088151306,28.305,25.574,0.091
WBGene00007689,C18E9.9,0.848005088151306,47.317,33.162,0.470
WBGene00007706,C25A1.4,0.848005088151306,54.200,37.486,0.494
WBGene00007772,egrh-1,0.848005088151306,28.336,19.581,0.461
WBGene00007835,oac-7,0.848005088151306,4.413,9.759,-0.850
WBGene00007880,C33A12.1,0.848005088151306,16.405,10.947,0.458
WBGene00007913,cyp-36A1,0.848005088151306,8.893,11.482,-0.215
WBGene00007955,C35C5.3,0.848005088151306,16.487,16.713,0.065
WBGene00007983,C36E8.4,0.848005088151306,7.198,9.257,-0.175
WBGene00008035,C39E9.12,0.848005088151306,15.704,10.654,0.430
WBGene00008053,cdc-48.2,0.848005088151306,175.148,151.457,0.200
WBGene00008127,ddo-1,0.848005088151306,212.663,143.355,0.559
WBGene00008140,xpf-1,0.848005088151306,48.367,84.316,-0.772
WBGene00008274,C53B4.4,0.848005088151306,303.602,308.064,-0.016
WBGene00008298,C54D10.3,0.848005088151306,2.505,12.861,-1.875
WBGene00008409,mpst-1,0.848005088151306,4.022,13.556,-1.432
WBGene00008446,E01G4.3,0.848005088151306,37.214,37.331,0.034
WBGene00008565,acox-2,0.848005088151306,1345.360,1129.683,0.251
WBGene00008576,F08G2.4,0.848005088151306,17.283,9.682,0.694
WBGene00008583,ugt-65,0.848005088151306,232.917,227.287,0.029
WBGene00008585,F08G12.1,0.848005088151306,54.272,74.289,-0.427
WBGene00008629,cpt-5,0.848005088151306,47.313,41.293,0.162
WBGene00008667,F10G8.9,0.848005088151306,6.954,15.191,-0.933
WBGene00008669,acs-14,0.848005088151306,81.938,130.550,-0.655
WBGene00008685,mon-2,0.848005088151306,107.206,116.771,-0.110
WBGene00008710,F11E6.7,0.848005088151306,17.895,16.592,0.025
WBGene00008750,F13E9.1,0.848005088151306,100.347,99.309,0.001
WBGene00008810,cyp-13A12,0.848005088151306,0.000,18.544,-4.213
WBGene00008940,F18H3.4,0.848005088151306,39.875,55.738,-0.447
WBGene00008999,myrf-2,0.848005088151306,519.524,596.567,-0.197
WBGene00009011,F21D5.6,0.848005088151306,4.721,12.893,-1.172
WBGene00009057,cept-1,0.848005088151306,14.922,8.616,0.634
WBGene00009106,acs-12,0.848005088151306,80.814,35.103,1.163
WBGene00009119,ndk-1,0.848005088151306,121.644,135.203,-0.141
WBGene00009142,F26A3.4,0.848005088151306,87.250,60.900,0.495
WBGene00009177,F26H9.5,0.848005088151306,319.246,222.475,0.515
WBGene00009231,ceh-89,0.848005088151306,12.220,15.872,-0.264
WBGene00009267,usp-48,0.848005088151306,101.560,99.932,0.009
WBGene00009290,F31D4.2,0.848005088151306,153.301,105.879,0.520
WBGene00009369,F33H2.6,0.848005088151306,50.285,71.710,-0.484
WBGene00009385,sas-5,0.848005088151306,8.854,13.304,-0.433
WBGene00009542,copb-2,0.848005088151306,410.946,496.162,-0.268
WBGene00009557,mtcu-1,0.848005088151306,4.022,15.331,-1.610
WBGene00009574,F40E10.6,0.848005088151306,95.502,98.394,-0.028
WBGene00009583,aagr-3,0.848005088151306,1102.410,964.753,0.191
WBGene00009692,F44E5.5,0.848005088151306,63.306,70.011,-0.123
WBGene00009711,F44G4.1,0.848005088151306,62.039,22.344,1.410
WBGene00009722,F45D3.2,0.848005088151306,11.463,21.751,-0.803
WBGene00009801,ipla-2,0.848005088151306,192.434,214.503,-0.149
WBGene00009825,F47G4.4,0.848005088151306,76.300,37.962,0.970
WBGene00009945,bath-38,0.848005088151306,21.204,8.612,1.142
WBGene00009973,F53C11.3,0.848005088151306,54.106,96.364,-0.806
WBGene00009996,F53F4.14,0.848005088151306,58.537,49.816,0.204
WBGene00010012,saeg-1,0.848005088151306,620.902,513.930,0.270
WBGene00010055,F54D5.12,0.848005088151306,44.443,89.669,-0.981
WBGene00010094,tsfm-1,0.848005088151306,70.960,43.464,0.674
WBGene00010125,dod-22,0.848005088151306,9.716,19.600,-0.871
WBGene00010174,F56H9.2,0.848005088151306,9.824,20.559,-0.926
WBGene00010232,F58B3.6,0.848005088151306,13.202,18.502,-0.382
WBGene00010357,H03A11.2,0.848005088151306,1749.808,2036.927,-0.218
WBGene00010374,rga-5,0.848005088151306,124.374,79.174,0.633
WBGene00010424,H36L18.2,0.848005088151306,12.315,41.529,-1.641
WBGene00010551,smg-8,0.848005088151306,15.905,18.172,-0.104
WBGene00010565,vacl-14,0.848005088151306,2.750,13.581,-1.857
WBGene00010620,K07A12.1,0.848005088151306,117.176,102.312,0.182
WBGene00010697,uda-1,0.848005088151306,186.430,189.160,-0.013
WBGene00010706,cyp-14A2,0.848005088151306,2.505,15.117,-2.109
WBGene00010732,K10C3.5,0.848005088151306,234.922,266.858,-0.178
WBGene00010738,K10D3.4,0.848005088151306,52.918,71.210,-0.401
WBGene00010882,atg-7,0.848005088151306,7.498,12.615,-0.570
WBGene00010998,R03G8.3,0.848005088151306,39.592,71.446,-0.816
WBGene00011036,edc-3,0.848005088151306,16.684,30.647,-0.793
WBGene00011059,R06C1.4,0.848005088151306,22.088,10.363,0.959
WBGene00011110,prdx-3,0.848005088151306,3.372,24.093,-2.462
WBGene00011111,snfc-5,0.848005088151306,19.529,21.522,-0.068
WBGene00011147,R08D7.7,0.848005088151306,11.461,11.556,0.109
WBGene00011181,R09H10.3,0.848005088151306,4.961,10.100,-0.761
WBGene00011194,R10D12.13,0.848005088151306,3.266,11.396,-1.418
WBGene00011259,miz-1,0.848005088151306,207.305,168.407,0.291
WBGene00011272,dtmk-1,0.848005088151306,62.562,30.783,0.977
WBGene00011306,R186.3,0.848005088151306,5.675,9.194,-0.462
WBGene00011449,T04H1.2,0.848005088151306,215.264,194.664,0.138
WBGene00011480,enpl-1,0.848005088151306,3266.904,3820.769,-0.225
WBGene00011494,T05F1.9,0.848005088151306,4.822,15.819,-1.442
WBGene00011629,T08G11.1,0.848005088151306,1068.267,962.696,0.149
WBGene00011679,ucr-2.2,0.848005088151306,79.715,65.682,0.258
WBGene00011739,T12G3.4,0.848005088151306,15.822,25.425,-0.596
WBGene00011756,ctg-2,0.848005088151306,173.170,112.975,0.603
WBGene00011827,T19A6.1,0.848005088151306,160.135,243.913,-0.598
WBGene00011864,T20F10.2,0.848005088151306,20.957,20.934,0.069
WBGene00011880,T21B6.3,0.848005088151306,32.114,34.640,-0.065
WBGene00011940,T23B5.3,0.848005088151306,112.790,80.609,0.467
WBGene00012124,T28D6.4,0.848005088151306,26.014,17.387,0.501
WBGene00012144,T28H10.3,0.848005088151306,619.805,557.675,0.150
WBGene00012186,mlt-11,0.848005088151306,24.714,44.446,-0.790
WBGene00012203,rga-1,0.848005088151306,18.819,11.540,0.586
WBGene00012241,W04A8.6,0.848005088151306,13.398,15.826,-0.136
WBGene00012324,rhy-1,0.848005088151306,0.000,12.978,-3.698
WBGene00012342,mtr-4,0.848005088151306,146.535,142.963,0.026
WBGene00012393,Y6B3B.9,0.848005088151306,46.432,64.992,-0.454
WBGene00012437,hum-9,0.848005088151306,3.322,12.615,-1.545
WBGene00012469,Y17G7B.18,0.848005088151306,12.058,12.658,0.045
WBGene00012525,Y32B12C.1,0.848005088151306,24.856,9.134,1.294
WBGene00012553,cco-2,0.848005088151306,146.328,238.716,-0.696
WBGene00012600,Y38E10A.22,0.848005088151306,56.100,47.750,0.203
WBGene00012610,Y38F1A.8,0.848005088151306,18.953,12.732,0.465
WBGene00012658,Y39A1A.21,0.848005088151306,42.540,44.976,-0.047
WBGene00012733,Y40B1A.2,0.848005088151306,20.348,8.639,1.078
WBGene00012910,Y46G5A.20,0.848005088151306,8.494,22.220,-1.227
WBGene00012932,Y47D3A.21,0.848005088151306,47.123,46.714,0.043
WBGene00012935,mcm-10,0.848005088151306,19.164,9.889,0.816
WBGene00012990,sam-10,0.848005088151306,74.508,112.967,-0.581
WBGene00012994,Y48C3A.12,0.848005088151306,49.038,55.296,-0.144
WBGene00013000,ddl-2,0.848005088151306,75.933,61.972,0.270
WBGene00013156,Y53F4B.9,0.848005088151306,36.035,44.353,-0.260
WBGene00013188,smg-9,0.848005088151306,14.129,8.513,0.571
WBGene00013232,faah-4,0.848005088151306,91.625,89.295,0.021
WBGene00013238,trap-4,0.848005088151306,57.213,43.976,0.347
WBGene00013256,Y57A10A.13,0.848005088151306,160.374,144.821,0.137
WBGene00013482,Y69H2.7,0.848005088151306,10.355,11.922,-0.070
WBGene00013530,ntl-11,0.848005088151306,55.410,74.920,-0.409
WBGene00013549,Y75B8A.13,0.848005088151306,152.929,95.111,0.670
WBGene00013559,Y75B8A.28,0.848005088151306,94.864,119.394,-0.317
WBGene00013577,Y76A2B.5,0.848005088151306,83.374,112.213,-0.411
WBGene00013591,gcn-2,0.848005088151306,176.600,127.843,0.455
WBGene00013632,Y105C5A.1,0.848005088151306,18.229,17.937,0.100
WBGene00013695,epg-8,0.848005088151306,53.743,36.074,0.536
WBGene00013735,Y111B2A.12,0.848005088151306,293.573,370.970,-0.333
WBGene00013768,sld-5,0.848005088151306,24.067,39.591,-0.659
WBGene00013789,Y116A8C.9,0.848005088151306,32.648,50.026,-0.572
WBGene00013872,ZC374.2,0.848005088151306,90.073,98.711,-0.116
WBGene00013877,ZC376.6,0.848005088151306,64.767,51.618,0.300
WBGene00013919,ZC506.1,0.848005088151306,240.120,263.997,-0.131
WBGene00014014,ZK632.5,0.848005088151306,10.985,12.089,-0.013
WBGene00014019,ZK632.12,0.848005088151306,10.747,20.226,-0.784
WBGene00014165,puf-12,0.848005088151306,461.164,334.362,0.460
WBGene00014215,obr-3,0.848005088151306,900.563,693.982,0.374
WBGene00014252,ZK1320.2,0.848005088151306,23.250,7.664,1.424
WBGene00014761,F46A8.11,0.848005088151306,3.771,18.497,-1.955
WBGene00015074,natc-2,0.848005088151306,18.558,21.773,-0.155
WBGene00015092,mrpl-47,0.848005088151306,2.501,20.343,-2.539
WBGene00015133,mrpl-11,0.848005088151306,23.232,15.101,0.529
WBGene00015206,B0495.7,0.848005088151306,218.063,221.520,-0.016
WBGene00015237,B0511.12,0.848005088151306,434.322,361.410,0.261
WBGene00015245,B0524.6,0.848005088151306,26.568,66.451,-1.269
WBGene00015297,sco-1,0.848005088151306,17.596,19.511,-0.069
WBGene00015339,C02E7.6,0.848005088151306,4.413,12.769,-1.238
WBGene00015344,nra-4,0.848005088151306,1065.387,949.788,0.164
WBGene00015346,C02F5.3,0.848005088151306,18.195,17.195,0.000
WBGene00015349,henn-1,0.848005088151306,7.718,8.611,0.018
WBGene00015486,C05D11.9,0.848005088151306,85.065,46.918,0.828
WBGene00015492,lnp-1,0.848005088151306,13.661,9.354,0.400
WBGene00015553,trxr-1,0.848005088151306,196.612,283.259,-0.519
WBGene00015561,C07A12.7,0.848005088151306,56.800,34.417,0.681
WBGene00015581,C07H6.4,0.848005088151306,180.763,206.526,-0.184
WBGene00015783,C15B12.1,0.848005088151306,12.052,19.552,-0.583
WBGene00015813,thoc-2,0.848005088151306,242.923,230.553,0.069
WBGene00015814,C16A3.10,0.848005088151306,122.258,89.749,0.430
WBGene00015933,C17H12.8,0.848005088151306,18.944,70.660,-1.825
WBGene00015965,ugt-48,0.848005088151306,263.136,353.274,-0.420
WBGene00015971,swsn-2.2,0.848005088151306,0.000,18.659,-4.222
WBGene00015975,cas-2,0.848005088151306,11.256,11.344,0.112
WBGene00015984,C18G1.6,0.848005088151306,3.568,16.023,-1.810
WBGene00016029,elf-1,0.848005088151306,29.155,39.968,-0.406
WBGene00016030,C24A1.3,0.848005088151306,27.875,63.938,-1.147
WBGene00016134,C26B9.5,0.848005088151306,101.630,161.611,-0.655
WBGene00016138,flh-2,0.848005088151306,20.777,14.640,0.410
WBGene00016143,eri-9,0.848005088151306,71.492,61.014,0.205
WBGene00016170,C27F2.8,0.848005088151306,380.340,316.642,0.260
WBGene00016190,C28G1.5,0.848005088151306,87.323,60.062,0.516
WBGene00016219,C29F9.4,0.848005088151306,302.003,414.583,-0.452
WBGene00016266,idhg-2,0.848005088151306,13.697,11.785,0.099
WBGene00016376,sec-10,0.848005088151306,66.483,54.847,0.251
WBGene00016458,C35E7.6,0.848005088151306,4.538,13.946,-1.333
WBGene00016622,mafr-1,0.848005088151306,12.068,9.328,0.225
WBGene00016643,vps-45,0.848005088151306,54.559,45.296,0.237
WBGene00016655,acbp-1,0.848005088151306,46.803,86.917,-0.863
WBGene00016663,C45E1.4,0.848005088151306,29.505,47.862,-0.650
WBGene00016796,cec-2,0.848005088151306,12.462,9.187,0.291
WBGene00016836,C50F2.2,0.848005088151306,117.419,73.416,0.658
WBGene00016883,C52E2.4,0.848005088151306,15.087,26.661,-0.729
WBGene00016892,C53A3.2,0.848005088151306,64.716,29.087,1.105
WBGene00016902,C53D5.1,0.848005088151306,15.669,17.673,-0.084
WBGene00016905,ztf-3,0.848005088151306,29.688,8.906,1.584
WBGene00017064,ppfr-2,0.848005088151306,19.029,13.021,0.441
WBGene00017245,srpa-72,0.848005088151306,111.614,109.121,0.019
WBGene00017280,usp-39,0.848005088151306,83.866,67.183,0.299
WBGene00017331,ugt-40,0.848005088151306,14.068,39.812,-1.402
WBGene00017336,ugt-41,0.848005088151306,18.987,43.609,-1.126
WBGene00017339,F10D7.2,0.848005088151306,21.425,39.500,-0.817
WBGene00017340,F10D7.3,0.848005088151306,5.912,20.852,-1.593
WBGene00017369,F10G7.5,0.848005088151306,78.880,114.202,-0.516
WBGene00017374,ttr-41,0.848005088151306,19.755,30.064,-0.535
WBGene00017503,nhr-177,0.848005088151306,12.214,15.098,-0.192
WBGene00017507,F16B4.5,0.848005088151306,3.772,8.807,-0.884
WBGene00017537,F17A9.5,0.848005088151306,4.644,18.305,-1.697
WBGene00017563,F18C5.10,0.848005088151306,0.000,15.109,-3.917
WBGene00017651,F21A9.2,0.848005088151306,3.170,12.455,-1.579
WBGene00017702,F22D3.6,0.848005088151306,16.403,11.327,0.412
WBGene00017782,F25E5.1,0.848005088151306,57.608,45.797,0.300
WBGene00017886,F28B3.5,0.848005088151306,15.000,17.387,-0.120
WBGene00017931,picc-1,0.848005088151306,20.136,15.400,0.296
WBGene00017947,mth-2,0.848005088151306,87.855,30.454,1.482
WBGene00017988,fipp-1,0.848005088151306,36.904,49.345,-0.381
WBGene00018017,golg-2,0.848005088151306,423.604,399.624,0.080
WBGene00018075,tbc-11,0.848005088151306,60.131,40.411,0.538
WBGene00018151,F37C12.3,0.848005088151306,4.961,11.871,-0.994
WBGene00018160,odr-8,0.848005088151306,0.000,15.833,-3.985
WBGene00018193,F39C12.1,0.848005088151306,1609.429,1815.134,-0.173
WBGene00018241,F40G9.5,0.848005088151306,3.943,12.393,-1.326
WBGene00018260,cyp-33C7,0.848005088151306,14.768,18.244,-0.210
WBGene00018350,ifo-1,0.848005088151306,972.221,818.657,0.246
WBGene00018367,F42H10.3,0.848005088151306,12.034,10.040,0.124
WBGene00018375,F43C9.1,0.848005088151306,10.467,14.714,-0.360
WBGene00018466,F45E1.5,0.848005088151306,11.171,12.475,-0.036
WBGene00018491,mdh-1,0.848005088151306,135.340,75.590,0.821
WBGene00018703,sec-3,0.848005088151306,57.362,40.471,0.468
WBGene00018715,F52H2.3,0.848005088151306,2.177,15.668,-2.302
WBGene00018827,pst-2,0.848005088151306,2.501,15.229,-2.121
WBGene00018908,fncm-1,0.848005088151306,17.576,9.139,0.794
WBGene00018995,ccpp-1,0.848005088151306,105.900,80.081,0.385
WBGene00019014,F57C12.2,0.848005088151306,30.935,76.229,-1.255
WBGene00019097,F59B1.2,0.848005088151306,271.068,175.764,0.617
WBGene00019105,asp-8,0.848005088151306,37.349,8.634,1.955
WBGene00019166,tat-2,0.848005088151306,282.981,381.607,-0.426
WBGene00019217,athp-2,0.848005088151306,147.365,99.793,0.548
WBGene00019245,sacy-1,0.848005088151306,87.433,62.148,0.469
WBGene00019274,H43I07.1,0.848005088151306,15.218,14.437,0.168
WBGene00019322,ahcy-1,0.848005088151306,184.942,166.040,0.147
WBGene00019323,teg-4,0.848005088151306,446.381,328.702,0.437
WBGene00019333,moma-1,0.848005088151306,8.204,17.372,-0.917
WBGene00019344,dhhc-10,0.848005088151306,23.702,13.253,0.734
WBGene00019373,K04A8.1,0.848005088151306,57.545,80.683,-0.463
WBGene00019498,K07E8.7,0.848005088151306,6.524,11.600,-0.625
WBGene00019564,K09D9.1,0.848005088151306,18.407,9.478,0.813
WBGene00019612,gpcp-1,0.848005088151306,103.761,70.109,0.545
WBGene00019615,K10B4.3,0.848005088151306,102.464,167.926,-0.699
WBGene00019627,K10D2.1,0.848005088151306,32.219,23.239,0.411
WBGene00019653,K11G9.2,0.848005088151306,25.576,7.433,1.601
WBGene00019666,sago-1,0.848005088151306,33.252,19.136,0.724
WBGene00019713,pqn-52,0.848005088151306,606.972,492.823,0.298
WBGene00019738,clec-265,0.848005088151306,27.391,15.849,0.701
WBGene00019767,rpa-2,0.848005088151306,3.881,12.833,-1.395
WBGene00019768,M04F3.2,0.848005088151306,14.819,8.649,0.619
WBGene00019900,vdac-1,0.848005088151306,194.226,278.186,-0.511
WBGene00019958,R08E3.2,0.848005088151306,450.302,472.387,-0.066
WBGene00020184,uba-5,0.848005088151306,25.401,11.085,1.072
WBGene00020234,T05A12.3,0.848005088151306,449.432,407.068,0.139
WBGene00020247,T05B11.4,0.848005088151306,70.831,35.442,0.959
WBGene00020251,camt-1,0.848005088151306,402.183,417.967,-0.052
WBGene00020273,T05H4.10,0.848005088151306,125.518,73.195,0.759
WBGene00020311,T07D3.9,0.848005088151306,16.566,57.460,-1.710
WBGene00020321,T07F12.1,0.848005088151306,9.052,10.208,-0.022
WBGene00020383,tin-44,0.848005088151306,170.332,110.837,0.607
WBGene00020386,cyp-34A4,0.848005088151306,0.000,18.606,-4.218
WBGene00020529,T15B7.17,0.848005088151306,18.473,10.451,0.690
WBGene00020695,T22F3.2,0.848005088151306,15.375,8.766,0.655
WBGene00020709,T23B3.1,0.848005088151306,8.548,17.427,-0.868
WBGene00020717,mrpl-4,0.848005088151306,11.745,12.345,0.046
WBGene00020820,algn-1,0.848005088151306,10.409,20.921,-0.875
WBGene00020824,T26A8.1,0.848005088151306,72.716,48.573,0.553
WBGene00020903,acd-5,0.848005088151306,217.427,309.070,-0.501
WBGene00020935,fnci-1,0.848005088151306,424.503,279.066,0.600
WBGene00021009,afd-1,0.848005088151306,188.424,190.422,-0.008
WBGene00021022,W04B5.5,0.848005088151306,20.343,40.279,-0.916
WBGene00021089,W08E12.8,0.848005088151306,6.955,14.431,-0.859
WBGene00021105,W09B6.5,0.848005088151306,123.917,101.327,0.276
WBGene00021128,W10C8.5,0.848005088151306,74.187,124.048,-0.722
WBGene00021132,nfyb-1,0.848005088151306,67.194,29.360,1.146
WBGene00021256,Y22D7AR.2,0.848005088151306,15.341,14.380,0.184
WBGene00021281,ell-1,0.848005088151306,602.855,690.987,-0.194
WBGene00021286,tald-1,0.848005088151306,82.460,73.744,0.142
WBGene00021324,Y34B4A.8,0.848005088151306,78.792,43.525,0.823
WBGene00021332,Y34D9A.7,0.848005088151306,42.937,12.721,1.646
WBGene00021359,Y37E11AL.3,0.848005088151306,8.315,17.251,-0.889
WBGene00021402,Y38C1AA.12,0.848005088151306,32.796,25.250,0.321
WBGene00021464,ugt-31,0.848005088151306,12.210,20.815,-0.656
WBGene00021545,Y43H11AL.1,0.848005088151306,355.572,290.713,0.286
WBGene00021595,Y46E12BL.2,0.848005088151306,182.197,208.707,-0.188
WBGene00021816,Y53G8AR.9,0.848005088151306,229.916,174.520,0.389
WBGene00021872,clec-85,0.848005088151306,0.000,29.333,-4.874
WBGene00021888,Y54G2A.23,0.848005088151306,57.801,34.493,0.704
WBGene00021900,Y54H5A.2,0.848005088151306,65.240,41.240,0.627
WBGene00021956,Y57E12AL.1,0.848005088151306,29.762,22.751,0.325
WBGene00021977,Y58A7A.3,0.848005088151306,196.097,287.717,-0.546
WBGene00022037,acs-13,0.848005088151306,368.968,272.294,0.433
WBGene00022076,daao-1,0.848005088151306,101.221,88.958,0.170
WBGene00022089,Y69A2AR.18,0.848005088151306,164.451,149.173,0.131
WBGene00022127,yop-1,0.848005088151306,18.057,13.136,0.353
WBGene00022168,Y71H2AM.3,0.848005088151306,24.903,18.503,0.353
WBGene00022193,ppfr-4,0.848005088151306,15.167,10.601,0.387
WBGene00022279,sesn-1,0.848005088151306,0.000,27.335,-4.773
WBGene00022297,Y76B12C.3,0.848005088151306,26.600,16.502,0.604
WBGene00022360,Y92H12A.4,0.848005088151306,280.986,194.848,0.521
WBGene00022412,Y102A11A.2,0.848005088151306,159.445,130.945,0.273
WBGene00022420,Y102E9.2,0.848005088151306,5.898,14.988,-1.120
WBGene00022554,duxl-1,0.848005088151306,24.741,16.067,0.536
WBGene00022613,sek-3,0.848005088151306,5.386,16.482,-1.368
WBGene00022629,ZC513.5,0.848005088151306,5.661,14.916,-1.163
WBGene00022719,pdhk-2,0.848005088151306,21.651,39.442,-0.800
WBGene00022748,oaz-1,0.848005088151306,54.962,76.783,-0.456
WBGene00022774,swsn-6,0.848005088151306,7.829,14.682,-0.734
WBGene00022792,ZK686.2,0.848005088151306,54.825,65.108,-0.222
WBGene00022855,tcer-1,0.848005088151306,807.691,667.542,0.273
WBGene00023404,plr-1,0.848005088151306,68.122,3.707,3.855
WBGene00044026,cisd-1,0.848005088151306,16.549,16.041,0.130
WBGene00044069,hat-1,0.848005088151306,11.029,16.022,-0.414
WBGene00044072,ham-3,0.848005088151306,24.350,20.181,0.201
WBGene00044083,tin-9.2,0.848005088151306,9.544,10.926,-0.051
WBGene00044134,D1025.10,0.848005088151306,9.934,13.428,-0.296
WBGene00044348,Y71G12B.31,0.848005088151306,128.246,73.403,0.785
WBGene00044418,C08G5.7,0.848005088151306,58.058,34.289,0.718
WBGene00044651,egrh-3,0.848005088151306,110.017,62.544,0.792
WBGene00044720,Y53F4B.42,0.848005088151306,14.400,17.186,-0.158
WBGene00044757,Y55F3BR.11,0.848005088151306,3.322,13.229,-1.614
WBGene00045416,Y37H2A.14,0.848005088151306,50.239,53.959,-0.075
WBGene00050899,T10C6.15,0.848005088151306,122.335,124.200,-0.010
WBGene00194695,B0462.5,0.848005088151306,0.000,15.308,-3.936
WBGene00194908,F22F7.8,0.848005088151306,0.000,16.368,-4.033
WBGene00195248,emc-5,0.848005088151306,10.529,20.855,-0.855
WBGene00001426,fkb-1,0.848223998085754,35.684,44.954,-0.293
WBGene00002008,hsp-4,0.849082897176484,2068.833,1841.879,0.167
WBGene00004449,rpl-35,0.849082897176484,189.247,232.739,-0.291
WBGene00007692,C23H4.3,0.849082897176484,50.392,38.315,0.358
WBGene00017778,nono-1,0.849082897176484,477.396,392.154,0.280
WBGene00018847,marc-6,0.849082897176484,242.971,231.828,0.062
WBGene00022150,Y71G12B.10,0.849082897176484,49.523,41.788,0.211
WBGene00022618,ZC477.3,0.849082897176484,51.703,36.421,0.466
WBGene00008094,C44H4.4,0.849350766155136,172.180,261.157,-0.593
WBGene00003603,nhr-4,0.849431292593762,39.230,37.415,0.030
WBGene00004040,pld-1,0.849431292593762,185.453,242.212,-0.377
WBGene00004134,myrf-1,0.849431292593762,99.175,147.589,-0.559
WBGene00005548,sri-36,0.849431292593762,18.865,35.244,-0.827
WBGene00007810,C29F7.1,0.849431292593762,35.958,42.205,-0.192
WBGene00010896,M28.5,0.849431292593762,21.794,62.037,-1.444
WBGene00017161,rabn-5,0.849431292593762,62.536,32.774,0.889
WBGene00020185,pgk-1,0.849431292593762,48.981,36.806,0.374
WBGene00020821,jhdm-1,0.849431292593762,191.338,181.567,0.068
WBGene00007761,rad-26,0.849762080387003,379.518,324.875,0.220
WBGene00019118,F59E12.1,0.849762080387003,59.623,30.726,0.910
WBGene00006621,try-3,0.851342762481576,53.322,35.433,0.549
WBGene00014081,ZK795.1,0.851342762481576,64.238,33.931,0.879
WBGene00020517,hpo-8,0.851342762481576,63.395,29.774,1.043
WBGene00009919,F52A8.6,0.852358764145164,29.426,38.481,-0.339
WBGene00003374,mlk-1,0.852443310765551,167.446,151.866,0.131
WBGene00011920,T22C1.11,0.853132014972952,52.245,29.045,0.798
WBGene00013667,Y105E8A.2,0.853132014972952,189.748,163.068,0.210
WBGene00008951,F19C6.2,0.854097516459638,58.130,25.924,1.110
WBGene00003715,nhr-125,0.856342356937291,41.062,27.935,0.505
WBGene00003791,npp-5,0.856342356937291,47.414,30.177,0.605
WBGene00015451,C04F5.9,0.856342356937291,49.561,28.809,0.733
WBGene00010231,F58B3.4,0.856423478405414,269.269,198.412,0.433
WBGene00010701,ent-2,0.857460519244031,35.594,25.625,0.419
WBGene00000109,alh-3,0.857853803239848,234.751,177.645,0.394
WBGene00011720,T11G6.5,0.857853803239848,160.568,139.510,0.193
WBGene00010923,rle-1,0.85824831085646,144.857,160.117,-0.135
WBGene00004355,rha-1,0.859481278551188,176.190,135.995,0.363
WBGene00015146,abi-1,0.859481278551188,40.808,25.481,0.624
WBGene00016562,C41D11.3,0.859481278551188,335.243,312.789,0.095
WBGene00002010,hsp-6,0.859567569310367,1128.303,973.096,0.212
WBGene00003129,map-1,0.860160857973936,34.137,23.090,0.503
WBGene00004735,sbp-1,0.860160857973936,333.820,349.192,-0.061
WBGene00007717,C25D7.5,0.860160857973936,43.046,26.282,0.658
WBGene00008311,rskn-2,0.860160857973936,219.916,163.793,0.416
WBGene00000197,aars-2,0.860706789421233,173.208,138.058,0.317
WBGene00000482,chd-3,0.860706789421233,284.850,339.679,-0.249
WBGene00011638,ostb-1,0.860706789421233,110.450,155.071,-0.477
WBGene00015378,C03B1.7,0.860706789421233,120.909,167.256,-0.456
WBGene00018339,abcf-3,0.860706789421233,130.388,88.224,0.547
WBGene00018468,tag-80,0.860706789421233,41.190,25.343,0.645
WBGene00021565,Y45G12C.1,0.860706789421233,40.837,23.206,0.755
WBGene00016610,paqr-1,0.860819273969919,78.063,151.161,-0.935
WBGene00004450,rpl-36,0.860831728953338,98.479,160.734,-0.692
WBGene00001979,hmp-2,0.860902950417885,41.334,23.944,0.729
WBGene00003518,nac-2,0.860902950417885,45.326,26.807,0.705
