Table S9: Differential expression test results for anterior vs. posterior body wall muscle. ,,,,,
gene_id,symbol,q-value,anterior TPM,posterior TPM,"moderated log2
(anterior / posterior)"
WBGene00021920,mrps-25,0.523245596686839,17.260,17.537,0.058
WBGene00021948,kvs-5,0.523245596686839,237.517,298.045,-0.321
WBGene00045507,F10A3.17,0.523245596686839,1.474,3.312,-0.421
WBGene00195073,F02E11.7,0.523245596686839,0.897,3.243,-0.774
WBGene00001428,fkb-3,0.523910300357221,20.840,13.447,0.529
WBGene00003898,oxi-1,0.523910300357221,33.883,49.225,-0.497
WBGene00004256,pxn-1,0.523910300357221,1.485,2.717,-0.129
WBGene00004719,sad-1,0.523910300357221,6.889,9.842,-0.319
WBGene00004823,skr-17,0.523910300357221,1.089,2.512,-0.266
WBGene00007109,B0035.6,0.523910300357221,0.565,2.811,-0.845
WBGene00009367,F33H2.3,0.523910300357221,41.243,35.915,0.160
WBGene00010263,wago-4,0.523910300357221,1.032,3.140,-0.627
WBGene00011645,T09B9.4,0.523910300357221,19.188,13.500,0.404
WBGene00013274,Y57A10B.2,0.523910300357221,1.138,2.341,-0.131
WBGene00013522,Y73F8A.13,0.523910300357221,0.972,2.241,-0.184
WBGene00017742,nfyc-1,0.523910300357221,0.918,2.358,-0.298
WBGene00019429,K06A5.1,0.523910300357221,20.293,14.294,0.408
WBGene00019937,R07E4.3,0.523910300357221,22.393,14.484,0.532
WBGene00022286,rga-4,0.523910300357221,33.298,22.762,0.487
WBGene00043064,nbet-1,0.523910300357221,0.720,2.320,-0.432
WBGene00017158,hpo-10,0.524090102617127,31.357,25.184,0.260
WBGene00012472,Y17G7B.21,0.524129375700879,75.950,123.103,-0.678
WBGene00017954,F31E8.4,0.524201033540208,7.720,5.986,0.144
WBGene00016812,C50D2.9,0.524309087513799,18.145,16.671,0.038
WBGene00020346,T08B2.5,0.524446319725111,80.257,104.020,-0.356
WBGene00000259,bpl-1,0.524968214568435,13.279,9.548,0.332
WBGene00001515,gap-1,0.524968214568435,0.793,2.538,-0.501
WBGene00002393,lpr-1,0.524968214568435,2.593,1.432,0.092
WBGene00004450,rpl-36,0.524968214568435,659.182,764.149,-0.211
WBGene00004706,rsr-1,0.524968214568435,28.872,40.152,-0.427
WBGene00007236,C01G10.9,0.524968214568435,0.674,2.342,-0.485
WBGene00009475,F36F2.1,0.524968214568435,45.058,33.983,0.365
WBGene00017576,cdh-8,0.524968214568435,0.582,2.961,-0.904
WBGene00019173,H08J11.2,0.524968214568435,2.816,1.045,0.462
WBGene00019436,K06A9.2,0.524968214568435,28.558,25.546,0.105
WBGene00020286,T06A10.3,0.524968214568435,0.981,1.970,0.008
WBGene00021015,enu-3.3,0.524968214568435,0.736,2.997,-0.787
WBGene00021841,Y54E10BR.2,0.524968214568435,0.674,2.243,-0.423
WBGene00019915,tbc-10,0.525417718096508,10.705,23.731,-1.020
WBGene00006882,vab-19,0.525792245898622,22.098,8.251,1.256
WBGene00001337,ears-1,0.52583475330404,294.225,372.236,-0.334
WBGene00018061,arrd-19,0.52606854078262,10.301,8.101,0.179
WBGene00001563,gei-6,0.52628411086595,62.630,65.279,-0.037
WBGene00004314,rbc-2,0.52628411086595,24.093,37.991,-0.598
WBGene00011529,T06D8.9,0.52628411086595,37.271,31.144,0.213
WBGene00014017,ZK632.10,0.52628411086595,6.861,10.493,-0.417
WBGene00013259,trpp-5,0.526424527349265,17.645,12.269,0.411
WBGene00001202,egl-36,0.526858861514772,0.000,3.395,-1.764
WBGene00003870,ooc-5,0.526858861514772,17.864,13.553,0.296
WBGene00004383,rnh-2,0.526858861514772,1.477,1.721,0.526
WBGene00016508,C37H5.5,0.526858861514772,75.737,69.826,0.097
WBGene00016564,cmt-1,0.526858861514772,2.560,5.091,-0.516
WBGene00022051,rep-1,0.526858861514772,11.567,18.401,-0.550
WBGene00006381,tac-1,0.527227686970899,14.473,12.969,0.051
WBGene00001095,dars-2,0.527993419501148,27.765,21.868,0.280
WBGene00009850,F48F7.5,0.527993419501148,20.716,13.162,0.549
WBGene00020214,attf-5,0.529143841350428,26.210,45.905,-0.755
WBGene00017300,rpc-2,0.529304337282979,63.240,90.850,-0.500
WBGene00008441,usp-50,0.529372301217106,8.550,13.132,-0.459
WBGene00012648,Y39A1A.9,0.529984351181797,31.084,36.233,-0.175
WBGene00017348,F10E7.6,0.530162176820361,17.509,14.698,0.158
WBGene00003586,ndx-9,0.530199066794382,6.303,10.893,-0.577
WBGene00003993,pgl-2,0.530199066794382,11.332,3.875,1.217
WBGene00008275,nstp-1,0.530199066794382,12.243,8.471,0.370
WBGene00010562,cdc-48.3,0.530199066794382,16.453,32.096,-0.879
WBGene00011985,T24D1.2,0.530199066794382,6.179,10.490,-0.547
WBGene00019323,teg-4,0.530199066794382,45.227,54.284,-0.232
WBGene00086546,cil-1,0.530199066794382,13.375,6.279,0.878
WBGene00011580,ddx-19,0.531385960910523,21.606,30.865,-0.449
WBGene00013606,cand-1,0.531671345284382,100.677,91.733,0.119
WBGene00006671,twk-17,0.532006505863824,50.100,62.897,-0.300
WBGene00008424,D2045.7,0.532006505863824,12.661,8.035,0.487
WBGene00020831,T26C12.1,0.532006505863824,23.502,34.021,-0.473
WBGene00018239,sec-20,0.532640148730565,6.100,14.338,-1.014
WBGene00009589,F40F11.4,0.532811274504317,14.041,5.914,1.022
WBGene00012243,W04D2.4,0.533041388842067,16.289,21.067,-0.285
WBGene00021329,Y34D9A.3,0.53327888292145,18.446,15.424,0.168
WBGene00016316,C32D5.8,0.533653863605135,65.290,61.274,0.068
WBGene00022114,Y71F9AL.9,0.533993409769564,109.253,133.384,-0.275
WBGene00000184,arf-6,0.53400174751381,14.855,14.263,0.153
WBGene00013855,ZC116.3,0.53400174751381,6.327,11.395,-0.637
WBGene00021629,scpl-3,0.534901503520538,9.226,13.251,-0.374
WBGene00006321,sup-12,0.535187707329772,117.457,109.922,0.083
WBGene00010306,golg-4,0.535646282884179,117.584,171.269,-0.530
WBGene00011280,R74.6,0.535646282884179,11.785,10.149,0.080
WBGene00011306,R186.3,0.535646282884179,26.067,42.051,-0.636
WBGene00008670,F11A3.2,0.535742378711764,25.528,20.130,0.273
WBGene00012179,W01D2.1,0.537080523009618,252.261,342.851,-0.437
WBGene00001151,ech-2,0.537374910700269,35.582,31.687,0.122
WBGene00020269,erfa-1,0.537374910700269,74.907,103.831,-0.452
WBGene00021564,Y45G12B.3,0.537744916921941,9.700,5.578,0.560
WBGene00016998,D1005.4,0.537995447514713,5.718,2.448,0.730
WBGene00022721,ugtp-1,0.537995447514713,4.805,11.937,-1.040
WBGene00004373,rme-1,0.538037426653446,77.928,111.568,-0.499
WBGene00001196,egl-30,0.538318415693567,447.834,454.961,-0.020
WBGene00007622,C16C10.1,0.538623333126741,9.148,7.926,0.035
WBGene00003829,nud-1,0.539039047763334,18.926,26.723,-0.423
WBGene00010458,mrpl-10,0.539477986924844,46.493,42.139,0.108
WBGene00004378,rme-8,0.539630015252742,71.697,83.685,-0.203
WBGene00011281,R74.7,0.539630015252742,11.687,7.101,0.529
WBGene00013189,Y54E2A.4,0.539630015252742,19.813,37.842,-0.862
WBGene00044069,hat-1,0.539630015252742,10.305,4.323,0.953
WBGene00021900,Y54H5A.2,0.53986581345827,23.955,32.953,-0.401
WBGene00001746,gsk-3,0.539922886021449,89.863,77.726,0.191
WBGene00006384,taf-3,0.539950346211558,35.665,32.108,0.107
WBGene00007444,C08F8.2,0.539950346211558,51.021,71.451,-0.458
WBGene00001073,dpy-11,0.540239140746074,51.621,51.526,0.030
WBGene00001227,eif-3.D,0.540239140746074,109.836,121.745,-0.135
WBGene00001976,hmg-11,0.540239140746074,14.508,13.095,0.042
WBGene00013447,nars-2,0.540239140746074,14.940,28.668,-0.847
WBGene00016210,C29F5.1,0.540239140746074,304.117,376.806,-0.304
WBGene00004745,sdc-1,0.541033368265239,10.759,6.417,0.537
WBGene00006443,pak-2,0.541033368265239,14.584,26.298,-0.755
WBGene00009294,F31D4.9,0.541033368265239,34.264,21.808,0.587
WBGene00015162,algn-11,0.541033368265239,29.299,53.414,-0.818
WBGene00016974,lron-15,0.541408165272537,198.330,171.533,0.201
WBGene00001034,dnj-16,0.542451414547992,8.279,8.516,0.124
WBGene00013146,Y53C12B.7,0.542451414547992,1.867,4.247,-0.567
WBGene00000107,alh-1,0.543853950629906,85.861,59.519,0.505
WBGene00011776,hpo-5,0.543853950629906,20.182,17.085,0.158
WBGene00013792,Y116A8C.13,0.543853950629906,10.882,8.050,0.266
WBGene00018319,hda-6,0.543853950629906,25.792,37.532,-0.486
WBGene00022608,madf-9,0.544058338376531,18.033,7.484,1.088
WBGene00019304,K02D10.4,0.54550844385605,6.936,5.199,0.162
WBGene00000225,atgp-2,0.54663659096937,108.414,94.300,0.186
WBGene00001566,acdh-13,0.54663659096937,42.425,56.949,-0.391
WBGene00012390,Y6B3B.5,0.54663659096937,13.254,9.756,0.301
WBGene00014250,ZK1307.9,0.54663659096937,11.411,6.374,0.630
WBGene00021595,Y46E12BL.2,0.54663659096937,41.416,71.949,-0.762
WBGene00021845,rpb-7,0.54663659096937,14.575,6.790,0.904
WBGene00022219,Y73B3A.18,0.54663659096937,23.703,37.996,-0.621
WBGene00007413,pro-2,0.547369164768721,82.509,133.884,-0.681
WBGene00004756,sec-24.2,0.547401956258928,85.172,79.741,0.077
WBGene00017891,rgl-1,0.547401956258928,40.020,49.368,-0.267
WBGene00013550,Y75B8A.14,0.547540483341672,25.616,20.229,0.271
WBGene00000286,cal-2,0.547862221850653,64.865,94.482,-0.521
WBGene00002146,ipp-5,0.547862221850653,11.934,18.245,-0.496
WBGene00012280,W05E10.1,0.547862221850653,9.005,4.775,0.641
WBGene00011032,R05D11.4,0.54820087329072,26.900,47.201,-0.759
WBGene00013260,rsr-2,0.54820087329072,5.669,11.942,-0.841
WBGene00019571,K09E2.2,0.54820087329072,17.710,10.888,0.575
WBGene00006699,uba-1,0.548610080014174,155.295,186.669,-0.256
WBGene00017159,F01F1.2,0.548610080014174,26.030,12.269,0.972
WBGene00021036,W05F2.4,0.548610080014174,2646.492,2419.089,0.129
WBGene00021751,Y50D7A.1,0.548610080014174,40.886,32.102,0.305
WBGene00016534,C39D10.7,0.548812197576476,7.649,5.313,0.277
WBGene00013343,prp-6,0.550432464000998,128.179,113.511,0.163
WBGene00010056,smc-6,0.552246045994621,20.911,13.378,0.540
WBGene00021444,ttc-7,0.552246045994621,25.403,29.197,-0.145
WBGene00021827,dnc-6,0.552246045994621,14.212,9.981,0.372
WBGene00010337,F59F4.2,0.552284799967331,26.513,43.353,-0.656
WBGene00012130,slc-17.4,0.552284799967331,26.357,20.030,0.326
WBGene00044924,M106.7,0.552284799967331,4.666,10.357,-0.870
WBGene00013677,yars-1,0.552300130863265,68.949,94.933,-0.441
WBGene00017762,F23H11.7,0.552317348878553,11.596,4.846,0.988
WBGene00004945,sop-2,0.55270976855641,16.045,25.220,-0.565
WBGene00003086,lst-4,0.552867852445761,16.274,21.657,-0.326
WBGene00004767,sel-10,0.552867852445761,26.495,22.984,0.144
WBGene00023405,sor-1,0.552867852445761,55.487,54.511,0.051
WBGene00016159,C27A12.9,0.553414787952742,13.775,23.153,-0.648
WBGene00011692,T10G3.1,0.553948803568226,187.733,172.987,0.110
WBGene00010042,bcs-1,0.554034387814349,21.274,26.049,-0.226
WBGene00009048,cth-1,0.555126276360968,5.382,17.223,-1.432
WBGene00006706,ubc-9,0.555180486658509,28.419,26.120,0.068
WBGene00006765,unc-29,0.555180486658509,130.562,105.034,0.300
WBGene00022776,perm-3,0.555548435256178,18.069,23.869,-0.324
WBGene00008183,rin-1,0.555563361586224,229.545,262.316,-0.186
WBGene00009534,F38B7.3,0.555563361586224,19.594,16.973,0.125
WBGene00016907,C53H9.2,0.555563361586224,57.670,91.114,-0.635
WBGene00007419,C07E3.9,0.555580347975311,11.133,28.982,-1.256
WBGene00013238,trap-4,0.556209784623384,49.023,82.016,-0.713
WBGene00010664,dbn-1,0.556380447728867,32.432,46.759,-0.484
WBGene00020706,atg-9,0.557161794935653,29.156,27.018,0.057
WBGene00018812,sumv-2,0.557463983007654,59.639,62.702,-0.048
WBGene00008149,pyp-1,0.557972792969017,260.784,307.598,-0.233
WBGene00011975,T24B1.1,0.557972792969017,26.985,26.578,0.074
WBGene00012868,tbc-9,0.557972792969017,75.130,69.082,0.100
WBGene00013407,Y63D3A.8,0.557972792969017,7.085,16.498,-1.029
WBGene00016378,imp-3,0.557972792969017,42.840,53.551,-0.289
WBGene00018317,F41H10.4,0.557972792969017,30.987,20.248,0.544
WBGene00020092,pcf-11,0.557972792969017,29.565,24.357,0.222
WBGene00020936,hrpf-1,0.557972792969017,21.736,20.822,0.127
WBGene00022583,mrps-18A,0.557972792969017,58.369,48.986,0.224
WBGene00007135,cdk-12,0.558429561725647,17.826,28.186,-0.582
WBGene00003475,mtm-1,0.558729423278301,12.139,27.142,-1.047
WBGene00001182,egl-13,0.55944541497984,44.317,40.330,0.101
WBGene00009335,F32D8.13,0.56022696857521,4.305,10.211,-0.945
WBGene00016166,C27F2.4,0.56022696857521,18.787,19.455,0.024
WBGene00001527,gcs-1,0.560680378453422,24.127,19.186,0.257
WBGene00016415,ampd-1,0.560680378453422,73.549,61.829,0.227
WBGene00003035,lin-52,0.560814719876623,7.941,4.473,0.537
WBGene00006392,taf-10,0.560814719876623,7.960,6.210,0.143
WBGene00012468,Y17G7B.17,0.560814719876623,85.482,64.367,0.387
WBGene00021210,Y18H1A.4,0.560814719876623,22.086,16.203,0.360
WBGene00008748,yap-1,0.561077159239947,16.478,23.868,-0.450
WBGene00006994,zyg-9,0.56111742335189,46.611,43.418,0.070
WBGene00013804,Y116A8C.27,0.562215113845733,44.119,56.578,-0.327
WBGene00011502,vps-53,0.563127936693511,11.942,21.852,-0.756
WBGene00017826,tag-340,0.563351166630135,4.272,14.988,-1.507
WBGene00012765,Y41E3.7,0.563525595990112,15.531,21.515,-0.380
WBGene00021004,W03F9.10,0.564508775747464,41.384,41.430,0.033
WBGene00018290,vps-60,0.565699938976852,31.157,47.604,-0.566
WBGene00011033,R05D11.5,0.565843232969489,6.087,14.028,-0.985
WBGene00009781,F46C5.6,0.566442570215923,212.193,225.017,-0.078
WBGene00000010,aat-9,0.566740210769064,16.855,30.940,-0.793
WBGene00001027,dnj-9,0.566740210769064,46.557,38.091,0.252
WBGene00016030,C24A1.3,0.567065810009975,48.088,69.564,-0.503
WBGene00010756,K10G9.2,0.567164054383647,8.017,12.766,-0.502
WBGene00235102,Y54G2A.75,0.567164054383647,8.952,15.267,-0.617
WBGene00006993,zyg-8,0.567191783360429,13.154,22.047,-0.639
WBGene00007653,cysl-1,0.567191783360429,42.722,54.472,-0.317
WBGene00010037,F54C8.4,0.567191783360429,67.828,51.255,0.376
WBGene00013326,anoh-2,0.567191783360429,16.431,20.564,-0.238
WBGene00002191,kin-3,0.567403586502821,113.961,124.736,-0.118
WBGene00013601,Y87G2A.13,0.567403586502821,98.394,118.437,-0.253
WBGene00017003,D1007.5,0.567403586502821,8.979,19.029,-0.931
WBGene00002250,lap-2,0.567487324554322,56.658,26.662,1.034
WBGene00014089,ZK822.1,0.567487324554322,7.686,2.326,1.208
WBGene00021512,Y41D4B.4,0.567691242493689,13.406,22.831,-0.664
WBGene00004469,rps-0,0.568057234392727,3470.663,3690.730,-0.088
WBGene00008237,nstp-10,0.568422869072928,10.337,21.572,-0.928
WBGene00016113,C25H3.4,0.568422869072928,27.208,19.048,0.441
WBGene00000068,acy-1,0.569883455231727,125.938,151.764,-0.258
WBGene00013531,Y73F8A.26,0.569912013389581,111.895,117.198,-0.054
WBGene00011814,T16H12.4,0.570184929588799,7.850,16.106,-0.864
WBGene00015061,cpna-2,0.570184929588799,13917.467,13085.275,0.089
WBGene00019240,H24K24.3,0.570184929588799,37.968,34.963,0.078
WBGene00009011,F21D5.6,0.571250413813783,5.670,12.228,-0.874
WBGene00009118,F25H2.4,0.571250413813783,6.079,11.494,-0.699
WBGene00010002,F53F8.5,0.571250413813783,6.603,11.621,-0.612
WBGene00012343,W08E3.2,0.571250413813783,66.232,59.292,0.136
WBGene00013434,Y66D12A.8,0.571250413813783,15.496,19.376,-0.232
WBGene00008768,F13G3.10,0.571787637591678,19.229,29.199,-0.529
WBGene00017311,F09G2.2,0.571787637591678,34.696,33.435,0.011
WBGene00003168,mec-4,0.572448354904903,8.450,3.354,0.956
WBGene00016539,madd-2,0.572703347193087,301.350,262.396,0.194
WBGene00012950,Y47H9C.7,0.572981344585117,12.368,8.638,0.360
WBGene00020682,T22D1.3,0.573091962207254,41.618,67.758,-0.669
WBGene00000794,crn-1,0.574097623482341,6.730,10.950,-0.502
WBGene00003599,nhl-3,0.574097623482341,10.230,18.248,-0.700
WBGene00006617,tars-1,0.574097623482341,169.795,205.127,-0.264
WBGene00009455,phip-1,0.574097623482341,6.863,11.654,-0.568
WBGene00022052,Y67D2.2,0.574598900383733,46.727,45.154,0.018
WBGene00000158,apg-1,0.574854677570558,56.855,51.362,0.119
WBGene00007090,B0001.5,0.57513536867991,9.047,19.949,-0.990
WBGene00004189,pars-1,0.575223159114804,115.435,140.552,-0.272
WBGene00008380,prp-38,0.575223159114804,18.120,9.797,0.747
WBGene00015404,nstp-4,0.575223159114804,27.477,38.875,-0.449
WBGene00011037,R05D11.9,0.575475225409219,9.041,10.344,-0.043
WBGene00007780,C27D8.4,0.575725089999873,5.119,10.157,-0.731
WBGene00009286,F31C3.4,0.575725089999873,4.388,8.451,-0.649
WBGene00013688,riok-2,0.575725089999873,27.804,40.403,-0.488
WBGene00015130,vps-33.1,0.575725089999873,10.633,11.542,0.011
WBGene00022361,Y92H12A.5,0.575725089999873,79.989,71.257,0.147
WBGene00008720,F12F6.1,0.575743959395917,80.454,83.442,-0.035
WBGene00014177,frg-1,0.575795958798269,9.941,10.685,0.034
WBGene00016438,C35B8.3,0.575795958798269,21.328,10.114,0.940
WBGene00011058,fdps-1,0.576622009833471,20.900,26.686,-0.285
WBGene00002076,imb-2,0.576742096464574,39.771,52.646,-0.369
WBGene00017606,ets-6,0.576742096464574,9.496,23.052,-1.135
WBGene00004887,smn-1,0.577648399280893,6.603,8.108,-0.093
WBGene00012811,Y43F8A.5,0.577648399280893,5.575,10.405,-0.662
WBGene00003036,lin-53,0.577779365634669,46.916,43.457,0.078
WBGene00001513,gad-1,0.577882629744774,17.889,12.562,0.399
WBGene00003968,peb-1,0.578242229648378,16.173,13.490,0.159
WBGene00004145,pqn-62,0.578242229648378,315.051,299.656,0.067
WBGene00008310,C54E10.6,0.578242229648378,6.283,9.829,-0.433
WBGene00011500,T05G5.5,0.578242229648378,7.018,9.606,-0.261
WBGene00014004,fic-1,0.578242229648378,20.145,9.266,0.972
WBGene00016740,C48B6.2,0.578242229648378,5.235,13.163,-1.078
WBGene00001554,gcy-34,0.578584987622827,31.189,13.417,1.113
WBGene00004497,rps-28,0.578584987622827,285.017,330.225,-0.207
WBGene00012106,T27F6.7,0.578584987622827,27.286,32.365,-0.194
WBGene00016321,tppp-1,0.578584987622827,10.714,6.936,0.433
WBGene00016810,C50D2.7,0.578584987622827,52.826,39.111,0.397
WBGene00018678,F52C12.1,0.579053666672559,4.945,9.009,-0.600
WBGene00022663,glrx-21,0.579053666672559,7.341,7.747,0.107
WBGene00000880,cyn-4,0.579811126130464,17.167,30.533,-0.749
WBGene00020189,tfbm-1,0.580090643707656,24.351,21.640,0.105
WBGene00012903,vps-2,0.580393336324948,44.957,32.819,0.411
WBGene00016582,C42C1.4,0.580743767440049,21.073,28.844,-0.386
WBGene00000917,daf-25,0.58170462937268,16.386,16.113,0.110
WBGene00013025,vha-13,0.581760611072457,56.984,56.914,0.027
WBGene00015023,B0205.9,0.581760611072457,5.757,10.457,-0.630
WBGene00017303,F09F7.6,0.581760611072457,6.831,8.235,-0.073
WBGene00021960,Y57E12AM.1,0.581760611072457,10.196,6.675,0.410
WBGene00004681,rsd-2,0.582330207304459,70.735,93.977,-0.390
WBGene00004900,snf-1,0.58271613743706,37.366,53.865,-0.490
WBGene00011259,miz-1,0.58271613743706,36.534,66.026,-0.815
WBGene00020763,ztf-18,0.582807942675575,10.361,15.170,-0.417
WBGene00012973,spat-2,0.583341999569013,88.076,80.650,0.109
WBGene00022180,Y71H2AM.15,0.583861879802191,219.000,274.843,-0.321
WBGene00019008,F57C9.1,0.583892909788872,5.353,10.815,-0.767
WBGene00007010,alx-1,0.583915148635321,74.132,71.792,0.026
WBGene00007091,eri-12,0.584044014615763,161.472,154.139,0.058
WBGene00007774,C27C12.4,0.584044014615763,7.234,4.459,0.406
WBGene00012204,mfn-1,0.584044014615763,110.990,93.939,0.225
WBGene00015423,C04E6.7,0.584056293704894,15.380,3.927,1.642
WBGene00018131,F37A4.1,0.584056293704894,31.387,33.683,-0.057
WBGene00015658,tsg-101,0.584570541571175,17.094,22.599,-0.321
WBGene00003593,nfm-1,0.5846919304666,56.412,51.505,0.104
WBGene00012676,pro-3,0.585856258047295,90.122,123.156,-0.435
WBGene00003624,nhr-28,0.585908841676936,11.205,4.908,0.923
WBGene00006448,glod-4,0.585908841676936,4.422,4.095,0.405
WBGene00006575,tir-1,0.585908841676936,9.958,7.620,0.208
WBGene00006726,ubl-5,0.585908841676936,15.222,7.930,0.769
WBGene00006761,unc-24,0.585908841676936,21.368,14.271,0.485
WBGene00008052,ctns-1,0.585908841676936,22.392,22.168,0.078
WBGene00009285,F31C3.3,0.585908841676936,105.584,136.822,-0.360
WBGene00012290,W05H12.2,0.585908841676936,6.368,6.763,0.124
WBGene00012830,mrps-28,0.585908841676936,9.966,5.165,0.693
WBGene00013001,Y48E1B.2,0.585908841676936,45.759,40.169,0.152
WBGene00015146,abi-1,0.585908841676936,21.679,28.989,-0.354
WBGene00018212,F39H12.1,0.585908841676936,16.931,14.045,0.170
WBGene00022019,sut-2,0.585908841676936,91.311,88.871,0.023
WBGene00044322,tag-280,0.585908841676936,6.084,10.572,-0.578
WBGene00219313,C17E4.20,0.585908841676936,4.986,8.410,-0.491
WBGene00007666,C18B12.4,0.586164759729692,117.783,146.279,-0.300
WBGene00011230,nud-2,0.586777182112473,47.749,37.071,0.327
WBGene00011815,bath-43,0.586777182112473,24.831,29.370,-0.185
WBGene00016331,obr-4,0.587074886727783,28.253,24.908,0.125
WBGene00018159,F37F2.2,0.587257577428396,13.380,15.234,-0.083
WBGene00000739,col-166,0.587482735932163,3.183,8.308,-0.990
WBGene00004460,rpn-3,0.588208962376609,72.570,70.092,0.030
WBGene00009132,F25H8.2,0.588208962376609,7.094,5.622,0.099
WBGene00044745,Y62E10A.20,0.588395651963607,16.632,9.360,0.683
WBGene00006483,dgk-4,0.588456349392948,135.705,124.153,0.117
WBGene00006542,tbp-1,0.588720579109491,8.080,6.531,0.101
WBGene00012693,Y39B6A.34,0.588720579109491,5.063,10.622,-0.809
WBGene00018632,tag-296,0.588720579109491,5.205,8.355,-0.429
WBGene00020883,fbxa-64,0.588720579109491,8.979,15.791,-0.662
WBGene00021089,W08E12.8,0.588720579109491,4.128,4.427,0.212
WBGene00010045,F54C9.11,0.58914603026415,20.776,28.640,-0.395
WBGene00019347,mbl-1,0.589748026481058,6.379,4.233,0.286
WBGene00004387,rnp-4,0.590210615911996,21.946,22.605,0.022
WBGene00007698,qns-1,0.590210615911996,34.520,30.036,0.153
WBGene00003043,lip-1,0.590371993366828,9.187,4.152,0.834
WBGene00014218,ZK1098.1,0.590371993366828,37.055,31.104,0.207
WBGene00268213,C17B7.15,0.590515425236539,15.866,28.274,-0.745
WBGene00001055,dpf-2,0.590780866776422,42.559,26.828,0.613
WBGene00002079,xpo-2,0.590780866776422,21.740,32.978,-0.536
WBGene00017342,F10D7.5,0.591838277413954,71.741,74.175,-0.028
WBGene00007175,B0395.3,0.591944823373821,117.702,114.469,0.028
WBGene00003124,mai-1,0.592513081255122,68.907,104.581,-0.581
WBGene00007906,C33G3.6,0.592513081255122,32.337,22.698,0.448
WBGene00003803,rae-1,0.593849850904706,7.295,4.463,0.417
WBGene00020441,T12A2.7,0.593849850904706,15.406,25.335,-0.627
WBGene00020633,aakg-2,0.593849850904706,41.544,32.345,0.317
WBGene00008749,F13E6.5,0.594095229969858,3.369,9.686,-1.149
WBGene00016602,mus-81,0.594095229969858,14.243,12.567,0.070
WBGene00017062,glrx-3,0.594095229969858,45.515,34.078,0.376
WBGene00018586,ubxn-3,0.594095229969858,21.813,22.405,0.026
WBGene00022232,exos-2,0.594095229969858,4.667,7.304,-0.366
WBGene00019829,R02E12.5,0.59446697912329,7.846,3.747,0.725
WBGene00022350,Y82E9BR.18,0.59446697912329,44.832,37.565,0.217
WBGene00004727,sax-1,0.594471724941875,22.934,19.067,0.193
WBGene00002985,lig-1,0.596046071175073,8.296,4.935,0.483
WBGene00010214,F57G8.5,0.596735293263844,15.096,11.274,0.299
WBGene00013869,ZC373.4,0.596735293263844,348.619,291.965,0.251
WBGene00003659,nhr-69,0.597275980121913,7.670,2.735,1.038
WBGene00004385,rnp-2,0.597275980121913,7.294,5.516,0.163
WBGene00020284,mel-46,0.597275980121913,114.275,155.900,-0.436
WBGene00022201,Y71H10B.1,0.597283016701535,22.741,24.072,-0.020
WBGene00018960,F56D1.2,0.597645922338542,25.460,31.686,-0.260
WBGene00016173,fust-1,0.597653375644236,91.042,86.412,0.059
WBGene00022022,Y61A9LA.11,0.597653375644236,28.338,20.724,0.383
WBGene00007952,C35A5.8,0.597965351519823,58.689,90.929,-0.607
WBGene00003725,nhr-135,0.598013815699932,7.748,2.204,1.274
WBGene00003941,pbo-1,0.598013815699932,5.641,4.113,0.142
WBGene00007020,mdt-20,0.598013815699932,6.505,3.511,0.528
WBGene00021019,W04B5.2,0.598013815699932,6.023,7.208,-0.037
WBGene00013040,Y49E10.21,0.598197928583953,21.814,21.885,0.060
WBGene00020109,R151.6,0.598220554121171,13.812,12.857,0.204
WBGene00006540,tbg-1,0.599471605518806,6.042,3.805,0.330
WBGene00009742,F45H10.5,0.599471605518806,9.232,2.098,1.576
WBGene00021441,Y39A3CL.3,0.599471605518806,6.133,3.935,0.314
WBGene00021514,Y41D4B.11,0.599893705078184,28.694,47.027,-0.663
WBGene00001986,hot-1,0.600504777065185,35.438,60.393,-0.729
WBGene00003185,mek-1,0.600504777065185,15.732,13.156,0.152
WBGene00017282,algn-2,0.600504777065185,10.404,12.098,-0.085
WBGene00020932,dhod-1,0.600504777065185,44.226,39.675,0.121
WBGene00004831,slo-2,0.600767590322699,99.572,90.172,0.127
WBGene00017799,F25G6.8,0.600767590322699,14.528,23.260,-0.583
WBGene00019334,K02F3.12,0.600767590322699,39.229,42.975,-0.095
WBGene00008765,ttx-7,0.600992909655107,27.549,23.415,0.174
WBGene00009940,strl-1,0.601003354783298,38.016,42.190,-0.113
WBGene00004205,psr-1,0.601318765902855,14.529,8.963,0.544
WBGene00007620,ocrl-1,0.601318765902855,51.998,47.875,0.089
WBGene00012694,Y39B6A.36,0.601667684544046,20.974,18.087,0.136
WBGene00006786,unc-51,0.601733465226344,134.555,111.978,0.252
WBGene00010131,F55H2.5,0.601733465226344,8.291,2.348,1.308
WBGene00011045,gpx-2,0.601733465226344,14.239,5.316,1.173
WBGene00011272,dtmk-1,0.601733465226344,3.360,8.543,-0.970
WBGene00022253,hrpf-2,0.601990099765534,20.671,30.106,-0.474
WBGene00001054,dpf-1,0.603314247877254,106.266,123.468,-0.203
WBGene00001636,gly-11,0.603314247877254,24.973,40.386,-0.637
WBGene00006385,taf-4,0.603314247877254,22.500,14.436,0.544
WBGene00010141,F56A8.5,0.603314247877254,5.170,6.928,-0.167
WBGene00020692,T22E5.6,0.603314247877254,7.425,2.026,1.295
